m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
0704	r085-o23-w02-c16-p02-a24699	085	o23-w02-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0705	r085-o23-w02-c16-p03-a29333	085	o23-w02-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0706	r085-o23-w02-c16-p04-a29459	085	o23-w02-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0707	r085-o23-w02-c16-p05-a29470	085	o23-w02-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0708	r085-o23-w02-c16-p06-a29475	085	o23-w02-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0709	r085-o23-w02-c16-p07-a44083	085	o23-w02-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0710	r085-o23-w02-c16-p08-a44209	085	o23-w02-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0711	r085-o23-w02-c16-p09-a44221	085	o23-w02-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0712	r086-o23-w03-c16-p00-a24640	086	o23-w03-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0713	r086-o23-w03-c16-p01-a24689	086	o23-w03-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0714	r086-o23-w03-c16-p02-a24699	086	o23-w03-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0715	r086-o23-w03-c16-p03-a29333	086	o23-w03-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0716	r086-o23-w03-c16-p04-a29459	086	o23-w03-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0717	r086-o23-w03-c16-p05-a29470	086	o23-w03-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0718	r086-o23-w03-c16-p06-a29475	086	o23-w03-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0719	r086-o23-w03-c16-p07-a44083	086	o23-w03-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0720	r086-o23-w03-c16-p08-a44209	086	o23-w03-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0721	r086-o23-w03-c16-p09-a44221	086	o23-w03-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0722	r087-o23-w04-c16-p00-a24640	087	o23-w04-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0723	r087-o23-w04-c16-p01-a24689	087	o23-w04-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0724	r087-o23-w04-c16-p02-a24699	087	o23-w04-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0725	r087-o23-w04-c16-p03-a29333	087	o23-w04-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0726	r087-o23-w04-c16-p04-a29459	087	o23-w04-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0727	r087-o23-w04-c16-p05-a29470	087	o23-w04-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0728	r087-o23-w04-c16-p06-a29475	087	o23-w04-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0729	r087-o23-w04-c16-p07-a44083	087	o23-w04-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0730	r087-o23-w04-c16-p08-a44209	087	o23-w04-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0731	r087-o23-w04-c16-p09-a44221	087	o23-w04-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0732	r088-o23-w05-c16-p00-a24640	088	o23-w05-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0733	r088-o23-w05-c16-p01-a24689	088	o23-w05-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0734	r088-o23-w05-c16-p02-a24699	088	o23-w05-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0735	r088-o23-w05-c16-p03-a29333	088	o23-w05-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0736	r088-o23-w05-c16-p04-a29459	088	o23-w05-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0737	r088-o23-w05-c16-p05-a29470	088	o23-w05-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0738	r088-o23-w05-c16-p06-a29475	088	o23-w05-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0739	r088-o23-w05-c16-p07-a44083	088	o23-w05-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0740	r088-o23-w05-c16-p08-a44209	088	o23-w05-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0741	r088-o23-w05-c16-p09-a44221	088	o23-w05-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0742	r089-o23-w06-c16-p00-a24640	089	o23-w06-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0743	r089-o23-w06-c16-p01-a24689	089	o23-w06-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0744	r089-o23-w06-c16-p02-a24699	089	o23-w06-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0745	r089-o23-w06-c16-p03-a29333	089	o23-w06-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0746	r089-o23-w06-c16-p04-a29459	089	o23-w06-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0747	r089-o23-w06-c16-p05-a29470	089	o23-w06-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0748	r089-o23-w06-c16-p06-a29475	089	o23-w06-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0749	r089-o23-w06-c16-p07-a44083	089	o23-w06-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0750	r089-o23-w06-c16-p08-a44209	089	o23-w06-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0751	r089-o23-w06-c16-p09-a44221	089	o23-w06-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0752	r090-o24-w00-c16-p00-a24640	090	o24-w00-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0753	r090-o24-w00-c16-p01-a24689	090	o24-w00-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0754	r090-o24-w00-c16-p02-a24699	090	o24-w00-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0755	r090-o24-w00-c16-p03-a29333	090	o24-w00-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0756	r090-o24-w00-c16-p04-a29459	090	o24-w00-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0757	r090-o24-w00-c16-p05-a29470	090	o24-w00-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0758	r090-o24-w00-c16-p06-a29475	090	o24-w00-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0759	r090-o24-w00-c16-p07-a44083	090	o24-w00-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0760	r090-o24-w00-c16-p08-a44209	090	o24-w00-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0761	r090-o24-w00-c16-p09-a44221	090	o24-w00-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0762	r091-o24-w00-c17-p00-a24640	091	o24-w00-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0763	r091-o24-w00-c17-p01-a24689	091	o24-w00-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0764	r091-o24-w00-c17-p02-a24699	091	o24-w00-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0765	r091-o24-w00-c17-p03-a29333	091	o24-w00-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0766	r091-o24-w00-c17-p04-a29459	091	o24-w00-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0767	r091-o24-w00-c17-p05-a29470	091	o24-w00-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0768	r091-o24-w00-c17-p06-a29475	091	o24-w00-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0769	r091-o24-w00-c17-p07-a44083	091	o24-w00-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0770	r091-o24-w00-c17-p08-a44209	091	o24-w00-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0771	r091-o24-w00-c17-p09-a44221	091	o24-w00-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0772	r092-o24-w01-c16-p00-a24640	092	o24-w01-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0773	r092-o24-w01-c16-p01-a24689	092	o24-w01-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0774	r092-o24-w01-c16-p02-a24699	092	o24-w01-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0775	r092-o24-w01-c16-p03-a29333	092	o24-w01-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0776	r092-o24-w01-c16-p04-a29459	092	o24-w01-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0777	r092-o24-w01-c16-p05-a29470	092	o24-w01-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0778	r092-o24-w01-c16-p06-a29475	092	o24-w01-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0779	r092-o24-w01-c16-p07-a44083	092	o24-w01-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0780	r092-o24-w01-c16-p08-a44209	092	o24-w01-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0781	r092-o24-w01-c16-p09-a44221	092	o24-w01-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0782	r093-o24-w01-c17-p00-a24640	093	o24-w01-c17	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0783	r093-o24-w01-c17-p01-a24689	093	o24-w01-c17	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0784	r093-o24-w01-c17-p02-a24699	093	o24-w01-c17	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0785	r093-o24-w01-c17-p03-a29333	093	o24-w01-c17	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0786	r093-o24-w01-c17-p04-a29459	093	o24-w01-c17	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0787	r093-o24-w01-c17-p05-a29470	093	o24-w01-c17	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0788	r093-o24-w01-c17-p06-a29475	093	o24-w01-c17	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0789	r093-o24-w01-c17-p07-a44083	093	o24-w01-c17	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0790	r093-o24-w01-c17-p08-a44209	093	o24-w01-c17	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0791	r093-o24-w01-c17-p09-a44221	093	o24-w01-c17	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0792	r094-o24-w02-c16-p00-a24640	094	o24-w02-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0793	r094-o24-w02-c16-p01-a24689	094	o24-w02-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0794	r094-o24-w02-c16-p02-a24699	094	o24-w02-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0795	r094-o24-w02-c16-p03-a29333	094	o24-w02-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0796	r094-o24-w02-c16-p04-a29459	094	o24-w02-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0797	r094-o24-w02-c16-p05-a29470	094	o24-w02-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0798	r094-o24-w02-c16-p06-a29475	094	o24-w02-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0799	r094-o24-w02-c16-p07-a44083	094	o24-w02-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0800	r094-o24-w02-c16-p08-a44209	094	o24-w02-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0801	r094-o24-w02-c16-p09-a44221	094	o24-w02-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0802	r095-o24-w03-c16-p00-a24640	095	o24-w03-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0803	r095-o24-w03-c16-p01-a24689	095	o24-w03-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0804	r095-o24-w03-c16-p02-a24699	095	o24-w03-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0805	r095-o24-w03-c16-p03-a29333	095	o24-w03-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0806	r095-o24-w03-c16-p04-a29459	095	o24-w03-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0807	r095-o24-w03-c16-p05-a29470	095	o24-w03-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0808	r095-o24-w03-c16-p06-a29475	095	o24-w03-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0809	r095-o24-w03-c16-p07-a44083	095	o24-w03-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0810	r095-o24-w03-c16-p08-a44209	095	o24-w03-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0811	r095-o24-w03-c16-p09-a44221	095	o24-w03-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0812	r096-o24-w04-c16-p00-a24640	096	o24-w04-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0813	r096-o24-w04-c16-p01-a24689	096	o24-w04-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0814	r096-o24-w04-c16-p02-a24699	096	o24-w04-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0815	r096-o24-w04-c16-p03-a29333	096	o24-w04-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0816	r096-o24-w04-c16-p04-a29459	096	o24-w04-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0817	r096-o24-w04-c16-p05-a29470	096	o24-w04-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0818	r096-o24-w04-c16-p06-a29475	096	o24-w04-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0819	r096-o24-w04-c16-p07-a44083	096	o24-w04-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0820	r096-o24-w04-c16-p08-a44209	096	o24-w04-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0821	r096-o24-w04-c16-p09-a44221	096	o24-w04-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0822	r097-o24-w05-c16-p00-a24640	097	o24-w05-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0823	r097-o24-w05-c16-p01-a24689	097	o24-w05-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0824	r097-o24-w05-c16-p02-a24699	097	o24-w05-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0825	r097-o24-w05-c16-p03-a29333	097	o24-w05-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0826	r097-o24-w05-c16-p04-a29459	097	o24-w05-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0827	r097-o24-w05-c16-p05-a29470	097	o24-w05-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0828	r097-o24-w05-c16-p06-a29475	097	o24-w05-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0829	r097-o24-w05-c16-p07-a44083	097	o24-w05-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0830	r097-o24-w05-c16-p08-a44209	097	o24-w05-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
0831	r097-o24-w05-c16-p09-a44221	097	o24-w05-c16	09	44221	141500	9ff1ec376161ab3a505ecf5e6bbf72cc8ac987811bd9eda1de53179639bc9414	23626	23626	144281
0832	r098-o24-w06-c16-p00-a24640	098	o24-w06-c16	00	24640	113792	f98bc2c986d7033894b4748e3f9acff5234567ec50c04f0c88df36b0147e63cf	23617	23626	144281
0833	r098-o24-w06-c16-p01-a24689	098	o24-w06-c16	01	24689	113869	9e1e86ea0cf9fcda0c07a94bdcc9b0f9842ebb8c93a38d4154560d9a0deb11a3	23618	23626	144281
0834	r098-o24-w06-c16-p02-a24699	098	o24-w06-c16	02	24699	113885	c50e116dcb8fa686b6c38b32b763ce733005936e4710fb54d52b248f0c9b04cb	23619	23626	144281
0835	r098-o24-w06-c16-p03-a29333	098	o24-w06-c16	03	29333	120509	d325ca9307221ba6f8d4ad97ac76da3f30fc2bd8910171a9220d1e6cdde9b641	23620	23626	144281
0836	r098-o24-w06-c16-p04-a29459	098	o24-w06-c16	04	29459	120711	91990c03a7a671ee4ce37184f3439c8ade58a0b0238edb3d84e0fde5a530e6a5	23621	23626	144281
0837	r098-o24-w06-c16-p05-a29470	098	o24-w06-c16	05	29470	120726	09015be554520802cc941b33473635881aef4b468ec8a8a1fb7c15dbb1a8c0e2	23622	23626	144281
0838	r098-o24-w06-c16-p06-a29475	098	o24-w06-c16	06	29475	120735	2965045a7fe3b77eb76ec1b1e4b0dee38b12427b14c8e6c2202d2cac6b3ccdb3	23623	23626	144281
0839	r098-o24-w06-c16-p07-a44083	098	o24-w06-c16	07	44083	141273	e3c6d06c53b98e795a5513d965337680ffc13b8eecdc68a2d600c1cbac266d9f	23624	23626	144281
0840	r098-o24-w06-c16-p08-a44209	098	o24-w06-c16	08	44209	141488	c85a7b46a37f4b62a0586b4a61f8fba2bc0626db932320660d3c5b607b30e57d	23625	23626	144281
