m6-b7-l6-hard-witness-positive-gain-coordinate-residual-singleton-parent-v1
residual-manifest-bytes	13269
residual-manifest-sha256	ed2f787c0a10ecb5663479db61446ce36bfb5d75cc39bb3f48e2bb8cddf79706
residual-hash-ledger-bytes	17655
residual-hash-ledger-sha256	785268882c06117261f99ab6efabd4e4d61ce9565dc5c87a08273ed47607c96a
residual-producer-bytes	10609
residual-producer-sha256	b4359639f46a2eff5a99a41b43f268d02af17749a88187d81cc31a69b31c8d52
residual-checker-bytes	12276
residual-checker-sha256	53d9e62e6fd4c99a9891785f50242087a630fe9ef9dafba82d15db722f5cbe8e
coordinate-certificates-bytes	9990
coordinate-certificates-sha256	19d3d8e1a3f5e11545ae6095b1cc74b674512d59b12f2212d19c34fbb9b976f3
positive-gain-certificates-bytes	3687
positive-gain-certificates-sha256	ab44c6fccf70dc5bae6b30b82f9e3983fe9c065b82d8301db3fc76bac13e5b59
no-gain-certificates-bytes	26475
no-gain-certificates-sha256	f780c44424d7925b3b2a1e3d7ee1cbc757a7fc0b1daf14264d9699cc9d1532ec
witness-orbit-certificates-bytes	6987
witness-orbit-certificates-sha256	cd46a986097405c2d270f15f2525df67e586cc53137e09ef5eafeafd42f2bd02
state-certificates-bytes	5030
state-certificates-sha256	037a4a6e51ef5cd76dc070bd461481ef90ac5520a875c0a96973c60f991172c7
residual-leaves	153
memberships	1382
split	one CNF per residual membership with a positive unit selecting its exact parent
selector-cover	for each residual leaf, all parent selectors exactly once
selector-disjoint	distinct guarded parent hole projections are incompatible
selector-exhaustive	the residual leaf parent-selector ALO supplies at least one selector
proof-status	scout-only; no LRAT generated or committed
columns	membership-ordinal,key,residual-leaf-ordinal,residual-key,parent-ordinal,accepted-ordinal,cover-index,parent-fingerprint,selector,variables,clauses
0130	r021-o03-w04-c16-p04-a48944	021	o03-w04-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0131	r021-o03-w04-c16-p05-a48959	021	o03-w04-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0132	r022-o04-w00-c17-p00-a28687	022	o04-w00-c17	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143668
0133	r022-o04-w00-c17-p01-a28756	022	o04-w00-c17	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143668
0134	r022-o04-w00-c17-p02-a28759	022	o04-w00-c17	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143668
0135	r022-o04-w00-c17-p03-a48857	022	o04-w00-c17	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143668
0136	r022-o04-w00-c17-p04-a48944	022	o04-w00-c17	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143668
0137	r022-o04-w00-c17-p05-a48959	022	o04-w00-c17	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143668
0138	r023-o05-w00-c16-p00-a28687	023	o05-w00-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0139	r023-o05-w00-c16-p01-a28756	023	o05-w00-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0140	r023-o05-w00-c16-p02-a28759	023	o05-w00-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0141	r023-o05-w00-c16-p03-a48857	023	o05-w00-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0142	r023-o05-w00-c16-p04-a48944	023	o05-w00-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0143	r023-o05-w00-c16-p05-a48959	023	o05-w00-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0144	r024-o05-w00-c17-p00-a28687	024	o05-w00-c17	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0145	r024-o05-w00-c17-p01-a28756	024	o05-w00-c17	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0146	r024-o05-w00-c17-p02-a28759	024	o05-w00-c17	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0147	r024-o05-w00-c17-p03-a48857	024	o05-w00-c17	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0148	r024-o05-w00-c17-p04-a48944	024	o05-w00-c17	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0149	r024-o05-w00-c17-p05-a48959	024	o05-w00-c17	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0150	r025-o05-w01-c16-p00-a28687	025	o05-w01-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0151	r025-o05-w01-c16-p01-a28756	025	o05-w01-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0152	r025-o05-w01-c16-p02-a28759	025	o05-w01-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0153	r025-o05-w01-c16-p03-a48857	025	o05-w01-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0154	r025-o05-w01-c16-p04-a48944	025	o05-w01-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0155	r025-o05-w01-c16-p05-a48959	025	o05-w01-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0156	r026-o05-w01-c17-p00-a28687	026	o05-w01-c17	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0157	r026-o05-w01-c17-p01-a28756	026	o05-w01-c17	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0158	r026-o05-w01-c17-p02-a28759	026	o05-w01-c17	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0159	r026-o05-w01-c17-p03-a48857	026	o05-w01-c17	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0160	r026-o05-w01-c17-p04-a48944	026	o05-w01-c17	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0161	r026-o05-w01-c17-p05-a48959	026	o05-w01-c17	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0162	r027-o05-w02-c16-p00-a28687	027	o05-w02-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0163	r027-o05-w02-c16-p01-a28756	027	o05-w02-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0164	r027-o05-w02-c16-p02-a28759	027	o05-w02-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0165	r027-o05-w02-c16-p03-a48857	027	o05-w02-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0166	r027-o05-w02-c16-p04-a48944	027	o05-w02-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0167	r027-o05-w02-c16-p05-a48959	027	o05-w02-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0168	r028-o05-w03-c16-p00-a28687	028	o05-w03-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0169	r028-o05-w03-c16-p01-a28756	028	o05-w03-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0170	r028-o05-w03-c16-p02-a28759	028	o05-w03-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0171	r028-o05-w03-c16-p03-a48857	028	o05-w03-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0172	r028-o05-w03-c16-p04-a48944	028	o05-w03-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0173	r028-o05-w03-c16-p05-a48959	028	o05-w03-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0174	r029-o05-w04-c16-p00-a28687	029	o05-w04-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0175	r029-o05-w04-c16-p01-a28756	029	o05-w04-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0176	r029-o05-w04-c16-p02-a28759	029	o05-w04-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0177	r029-o05-w04-c16-p03-a48857	029	o05-w04-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0178	r029-o05-w04-c16-p04-a48944	029	o05-w04-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0179	r029-o05-w04-c16-p05-a48959	029	o05-w04-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0180	r030-o05-w05-c16-p00-a28687	030	o05-w05-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0181	r030-o05-w05-c16-p01-a28756	030	o05-w05-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0182	r030-o05-w05-c16-p02-a28759	030	o05-w05-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0183	r030-o05-w05-c16-p03-a48857	030	o05-w05-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0184	r030-o05-w05-c16-p04-a48944	030	o05-w05-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0185	r030-o05-w05-c16-p05-a48959	030	o05-w05-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0186	r031-o05-w06-c16-p00-a28687	031	o05-w06-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0187	r031-o05-w06-c16-p01-a28756	031	o05-w06-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0188	r031-o05-w06-c16-p02-a28759	031	o05-w06-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0189	r031-o05-w06-c16-p03-a48857	031	o05-w06-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0190	r031-o05-w06-c16-p04-a48944	031	o05-w06-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0191	r031-o05-w06-c16-p05-a48959	031	o05-w06-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0192	r032-o06-w00-c16-p00-a28687	032	o06-w00-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0193	r032-o06-w00-c16-p01-a28756	032	o06-w00-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0194	r032-o06-w00-c16-p02-a28759	032	o06-w00-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0195	r032-o06-w00-c16-p03-a48857	032	o06-w00-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0196	r032-o06-w00-c16-p04-a48944	032	o06-w00-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0197	r032-o06-w00-c16-p05-a48959	032	o06-w00-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0198	r033-o06-w00-c17-p00-a28687	033	o06-w00-c17	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0199	r033-o06-w00-c17-p01-a28756	033	o06-w00-c17	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0200	r033-o06-w00-c17-p02-a28759	033	o06-w00-c17	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0201	r033-o06-w00-c17-p03-a48857	033	o06-w00-c17	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0202	r033-o06-w00-c17-p04-a48944	033	o06-w00-c17	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0203	r033-o06-w00-c17-p05-a48959	033	o06-w00-c17	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0204	r034-o06-w01-c16-p00-a28687	034	o06-w01-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0205	r034-o06-w01-c16-p01-a28756	034	o06-w01-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0206	r034-o06-w01-c16-p02-a28759	034	o06-w01-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0207	r034-o06-w01-c16-p03-a48857	034	o06-w01-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0208	r034-o06-w01-c16-p04-a48944	034	o06-w01-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0209	r034-o06-w01-c16-p05-a48959	034	o06-w01-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0210	r035-o06-w02-c16-p00-a28687	035	o06-w02-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0211	r035-o06-w02-c16-p01-a28756	035	o06-w02-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0212	r035-o06-w02-c16-p02-a28759	035	o06-w02-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0213	r035-o06-w02-c16-p03-a48857	035	o06-w02-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0214	r035-o06-w02-c16-p04-a48944	035	o06-w02-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0215	r035-o06-w02-c16-p05-a48959	035	o06-w02-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0216	r036-o06-w03-c16-p00-a28687	036	o06-w03-c16	00	28687	119460	3500aba76cab94f81173410881c3761d1d7bccfbb85808920614569ff246c791	23617	23622	143669
0217	r036-o06-w03-c16-p01-a28756	036	o06-w03-c16	01	28756	119586	fb37b70b416f3ea9a96a12aa1f9b864b2be23cde7f42a8108c2c3120ca30468e	23618	23622	143669
0218	r036-o06-w03-c16-p02-a28759	036	o06-w03-c16	02	28759	119589	4fef8d5264b01498f079811c2f98c21fdce95ee68b50c8982b67b77756ba16e9	23619	23622	143669
0219	r036-o06-w03-c16-p03-a48857	036	o06-w03-c16	03	48857	148145	403ece1dee6105b04a1a5b1a62124f90111f99f2f24c0ab7fe0f564b941c54b7	23620	23622	143669
0220	r036-o06-w03-c16-p04-a48944	036	o06-w03-c16	04	48944	148302	7c50b2ce37d9f355989c9d6b36ee08ffbaa594763b95c38edbd913d152cd9df1	23621	23622	143669
0221	r036-o06-w03-c16-p05-a48959	036	o06-w03-c16	05	48959	148317	cb88528cc79fd1b8efddbb82f6f3656d38db523abffe6106d4aa6df543d199c4	23622	23622	143669
0222	r037-o08-w00-c17-p00-a23589	037	o08-w00-c17	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144280
0223	r037-o08-w00-c17-p01-a23608	037	o08-w00-c17	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144280
0224	r037-o08-w00-c17-p02-a23618	037	o08-w00-c17	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144280
0225	r037-o08-w00-c17-p03-a24214	037	o08-w00-c17	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144280
0226	r037-o08-w00-c17-p04-a24293	037	o08-w00-c17	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144280
0227	r037-o08-w00-c17-p05-a24304	037	o08-w00-c17	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144280
0228	r037-o08-w00-c17-p06-a24309	037	o08-w00-c17	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144280
0229	r037-o08-w00-c17-p07-a28955	037	o08-w00-c17	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144280
0230	r037-o08-w00-c17-p08-a29035	037	o08-w00-c17	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144280
0231	r037-o08-w00-c17-p09-a29047	037	o08-w00-c17	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144280
0232	r038-o11-w00-c16-p00-a23589	038	o11-w00-c16	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144280
0233	r038-o11-w00-c16-p01-a23608	038	o11-w00-c16	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144280
0234	r038-o11-w00-c16-p02-a23618	038	o11-w00-c16	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144280
0235	r038-o11-w00-c16-p03-a24214	038	o11-w00-c16	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144280
0236	r038-o11-w00-c16-p04-a24293	038	o11-w00-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144280
0237	r038-o11-w00-c16-p05-a24304	038	o11-w00-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144280
0238	r038-o11-w00-c16-p06-a24309	038	o11-w00-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144280
0239	r038-o11-w00-c16-p07-a28955	038	o11-w00-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144280
0240	r038-o11-w00-c16-p08-a29035	038	o11-w00-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144280
0241	r038-o11-w00-c16-p09-a29047	038	o11-w00-c16	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144280
0242	r039-o12-w00-c16-p00-a23589	039	o12-w00-c16	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0243	r039-o12-w00-c16-p01-a23608	039	o12-w00-c16	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0244	r039-o12-w00-c16-p02-a23618	039	o12-w00-c16	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0245	r039-o12-w00-c16-p03-a24214	039	o12-w00-c16	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0246	r039-o12-w00-c16-p04-a24293	039	o12-w00-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0247	r039-o12-w00-c16-p05-a24304	039	o12-w00-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0248	r039-o12-w00-c16-p06-a24309	039	o12-w00-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0249	r039-o12-w00-c16-p07-a28955	039	o12-w00-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0250	r039-o12-w00-c16-p08-a29035	039	o12-w00-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0251	r039-o12-w00-c16-p09-a29047	039	o12-w00-c16	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0252	r040-o12-w00-c17-p00-a23589	040	o12-w00-c17	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0253	r040-o12-w00-c17-p01-a23608	040	o12-w00-c17	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0254	r040-o12-w00-c17-p02-a23618	040	o12-w00-c17	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0255	r040-o12-w00-c17-p03-a24214	040	o12-w00-c17	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0256	r040-o12-w00-c17-p04-a24293	040	o12-w00-c17	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0257	r040-o12-w00-c17-p05-a24304	040	o12-w00-c17	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0258	r040-o12-w00-c17-p06-a24309	040	o12-w00-c17	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0259	r040-o12-w00-c17-p07-a28955	040	o12-w00-c17	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0260	r040-o12-w00-c17-p08-a29035	040	o12-w00-c17	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
0261	r040-o12-w00-c17-p09-a29047	040	o12-w00-c17	09	29047	120056	68c5ca5267d4cc288482af5d4fb7e1ddd62710cf13cc2422e22571698efe4df1	23626	23626	144281
0262	r041-o12-w01-c16-p00-a23589	041	o12-w01-c16	00	23589	112240	8352fb2fa80054807ab7135b4f4fad22fb3941627567a3cac4e1636687375341	23617	23626	144281
0263	r041-o12-w01-c16-p01-a23608	041	o12-w01-c16	01	23608	112268	0568ed68f4a60e6b40040bc67993e32318beeff7820bae23c1181746fa8c3027	23618	23626	144281
0264	r041-o12-w01-c16-p02-a23618	041	o12-w01-c16	02	23618	112284	32c6f47203946748276d1816d739be25dcf379582cb3d8dff7603e29d2f2ff3e	23619	23626	144281
0265	r041-o12-w01-c16-p03-a24214	041	o12-w01-c16	03	24214	113166	bae987d3adfe9c3cf383c26aec7fbc4790378d1ea6624fdab0caef217448d017	23620	23626	144281
0266	r041-o12-w01-c16-p04-a24293	041	o12-w01-c16	04	24293	113286	a7b60c634053d4676f0f5fbf21dea4116389a59522626d1713eb3bbd235a7e2d	23621	23626	144281
0267	r041-o12-w01-c16-p05-a24304	041	o12-w01-c16	05	24304	113301	53419dc8a832e2c39e3eb3fb1c1c4f4d6a6352600361dcdf073c59b9c3d13287	23622	23626	144281
0268	r041-o12-w01-c16-p06-a24309	041	o12-w01-c16	06	24309	113310	ebfc573f528a0b4913396b4b00ee76746bd93e94080dab7b9c1ded1f5369bd50	23623	23626	144281
0269	r041-o12-w01-c16-p07-a28955	041	o12-w01-c16	07	28955	119902	85e8bb5a3fb51511568e143145ceff1412ac6e5e2d8c78668bbf44fe57f181a9	23624	23626	144281
0270	r041-o12-w01-c16-p08-a29035	041	o12-w01-c16	08	29035	120036	361cfb2a23d4b25f7ca79c228d8c48a3095a459fe87f33bed58e36595092fc27	23625	23626	144281
