512	p03-c023	03	023	1150	1200	50	26099	159968	10784715	32c4293c04e5a9395015602d35a0052a4193368aa401525ba2ce3f2276525c30	31090016	89ef43e1c309ac03b4802403c1293953b0beebc2f3bd723f94d0004eacf2a594	4727692	015485a684f841f3bb45b2250a371ef9e82898abec38b1925111436e7a201e7c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-512.lrat.xz
513	p03-c024	03	024	1200	1250	50	26099	159968	10784715	8f9a2c5e3b4101361f4dab75feea5b3840a5757eb9abeadbc4c81ad32e4b4e61	26979915	a9d17c823b32bce9fe249014ca73a2ce16961034663ef5a66bf0456e85ef783c	3741932	ed5cca8577e64b55328131995c4f5663e0cdb9f1b8f2f127d67c91ccd07aeb55	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-513.lrat.xz
514	p03-c025	03	025	1250	1300	50	26099	159968	10784715	9eadc9ac2ae5b1cc97874f80b21fbd7606520e21dfdb4ae20a20eb2a0d971e0d	29620824	b5aca1d24030bf996deadc8b0e959b0ea47b28048113bfcb83a99543965a95b5	4337384	f619657dc678580c3d086e9a235e0c76c2b8183efdd09c5d12407d17f80a68f2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-514.lrat.xz
515	p03-c026	03	026	1300	1350	50	26099	159968	10784715	aa2b3147cad8c1920450c4ddb0f8af7ce701a0e0dba2f7db71092f41156f15d9	33028508	1cdaa6602787d0bbe52e2bf508c81091ca4d5f7d6c38725157110eb06e31ba54	5203068	429eb0d4cb560d26c7f5db5283b2a4c57461553e5fafd4fd768b833539357b7b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-515.lrat.xz
516	p03-c027	03	027	1350	1400	50	26099	159968	10784715	77f76d43805e88112ce12260e99ffd9167e7da12483b622949cd388d8fb949b2	29852663	cf4eae2156a20359abcb435a5fa6d83526b8d1c11dd27cfee34dd037f2cf4a30	4457404	725ef5c43a31ec0f900c811a12c32e008cdea21b0b8a0da3a6cb488979d9dc2c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-516.lrat.xz
517	p03-c028	03	028	1400	1450	50	26099	159968	10784715	000e049741377b45acf057a404a6ace6a1af95bda584415d6c78559417a23521	24031404	7e369093f00c677368d927e9e8e4ef83ec81625aa7d61621f343e0b87eedd3d2	3246668	50b5fdd5cfe07083105d6fffc3b57a6f0a6419ca936fc292d7f377e24839b0d8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-517.lrat.xz
518	p03-c029	03	029	1450	1500	50	26099	159968	10784715	9962beec211efb94c81749ffc14fa0cee0834e71d46d95e168b7b24b3ad512d9	34804228	7141884c13c70fc2de2db17c77b0c36f825240c1d8a3f51be02e86f6231f8c47	5823048	da6cea5466d769786950d9f205e57c135222e71fa1fe81117bdbb329b5c04bec	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-518.lrat.xz
519	p03-c030	03	030	1500	1550	50	26099	159968	10784715	bce17dfb1834ea4abc846816747d7f686cb6b3cab64da44309fea046880fb03a	27599998	f48ba5f3dba397e3ca6c70fa2e3eb416b2bd36c16016db399bee0da68bb0ce96	3972208	7e768d135d44a70cbd8ae5943aa9a59dde5f9049957e08915a7f8f6a380dfd2e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-519.lrat.xz
520	p03-c031	03	031	1550	1600	50	26099	159968	10784715	ab8e3d836a0ab700e8176990aca01a060506fbb8aeb86cf90f1e1cebf703d578	24226388	1cfd1f481ddfcfedda2d170e689a0f6a1f5f48d75087ec9339d890121fde9f61	3457020	8cac6c50be2b429cbc4edc9aa2c5d93864bfd443b98076f6e4e0b3229215a8e5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-520.lrat.xz
521	p03-c032	03	032	1600	1650	50	26099	159968	10784715	fe13b8deef7a394ecd2acab44d9c09685f27fc206dcf9d65770485f796479f30	37229367	febc44127d6efa4f10e35b622a890e75fce0531a23d4671b772dde18aaf45174	6029676	703f44fd2452ec921bae617a11f9fd2eb4543b68b9edf5aa9bf91b00a0312526	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-521.lrat.xz
522	p03-c033	03	033	1650	1700	50	26099	159968	10784715	a215d14e9992c4df4d08926a14d1e2c2ffe86f4b57009c4ca8679c8f65ce7634	31574657	76a831e42fdae1ac2609eb54b858cc80316b34a4e47594682c9e20b9dc6a1acd	4941564	e11276d22bee2b82b97388f7efb5d344fa07f95b5d7ca88adce495738ba0637c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-522.lrat.xz
523	p03-c034	03	034	1700	1750	50	26099	159968	10784715	a740aa8cd5562cda0ba61428091a90b319c0bc78ec9cde7f91aaadbbef83611c	23254034	75dbe19ebe51efad7754cc18a28d03ae426f4c901988c85010eeb0b2c5120a48	2972048	b89ade67c55e665c5a6b1c07a2d3076397036b6eefe0d11c3d19e252d66f07c1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-523.lrat.xz
524	p03-c035	03	035	1750	1800	50	26099	159968	10784715	c583ef8531b826b34282cdf29df0b6d1ed5980b2e2b36f54c26a673c79be2b0b	25155618	3f5f91754f45bf73d28bad3a54d932e35c18b56efb2c3c5566f1eaec171212da	3500624	f72fcf9f85dd7bc0a0f3e4602fee1a079b737115e0449698623d622502abcdbb	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-524.lrat.xz
525	p03-c036	03	036	1800	1850	50	26099	159968	10784715	5a40ec910764d6cf7c86ff7fda0ef7def235d003845a772534f0c59fd594bd49	25307202	71ded1718dc9c53535377b9fd5b5893cb41609cf1580be29438850fd8c29f67b	3547516	96fe47a46f4e2761d3a0524d17a9f6e618bfa6fd3140581477ad60441cd745af	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-525.lrat.xz
526	p03-c037	03	037	1850	1900	50	26099	159968	10784715	3a0675b2e09122dd228964b739d213320760eb14942716bcdc6efda30ddcdf42	30555632	53fda2c14cea688bf5a0cf8e8c193c2ef62c999a360810327610dd5355830868	4723964	527a4c51bcbca16d2d2449d3b03c0ea8d8392aa6279d51cb8b2f0e4e82ae23d8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-526.lrat.xz
527	p03-c038	03	038	1900	1950	50	26099	159968	10784715	c55f6b857ea00ee3fa9859e9b4412486a37ae782145a9db1c0111ce0aee49da2	30582473	24a7631e43cdbfea697c8c2e44f48666117c31f39394cac800f9002daf722d89	4682396	82f2ec2f7e2aa2832197b536a91fa586328f58788a048a747518cc538aac233b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-527.lrat.xz
528	p03-c039	03	039	1950	2000	50	26099	159968	10784715	a1a1181c139f0ea5f3bcae1994fa2f52b8a04a6579a8ab6aff38f3df92e83cdd	32669059	f3ddbce66f30ebba050169f290f667c65868f082a902bacc11129a13b0646867	5243452	9e07662b5797080f54f67c63e0e368459af60793854532f671606de319ca83ea	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-528.lrat.xz
529	p03-c040	03	040	2000	2050	50	26099	159968	10784715	a4fe582acaa365c189bdc132823df9209b4665723a8343640c48b494af679bf8	25650149	e225d51138312f21dacb6c743ad29362e12edb94dfb79563c53c05c386d576ba	3599984	9c1e3edae74e75cf1969ed618f5d477c8989612e55ff51617c694e73a6c56689	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-529.lrat.xz
530	p03-c041	03	041	2050	2100	50	26099	159968	10784715	ba023b46c580dfe71083b489fe32987174e5fe9f678e6ba655e8a46017bf099d	25340823	d4ee1489accefc81cbb2849ada05b324258b89ed81e52ce5f9aece0a8183f2bb	3495984	394450f5443ebc671595a1406641417c12fe3e9ba8255eba0e83e19fbf7a51c3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-530.lrat.xz
531	p03-c042	03	042	2100	2150	50	26099	159968	10784715	5a4d81c577ee3327245ccba2d7948cded9e498601a65973ed87dcb6ec497fb85	30307637	7c0c763a9290e2569dc7155bd203dfb1cd5eafaf31c03fba1648034d3e74d659	4505184	f90f6b5d7a8a363390a09fed39089fff99d07f45e955eec4c6c717c4b4779f11	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-531.lrat.xz
532	p03-c043	03	043	2150	2200	50	26099	159968	10784715	5aa5e1eb6c4389c3bb62fd44500f3fee04bf49f606c12b730ed96ff3384ba86a	30965306	f53a22fb1014c3ac629d7a1c5bf08325a3a12a15d207ebe682f44240e55faf1b	4654732	cb2e6ae2ae3e1cd54d51658788142c00bebe9bfadd83422fa24dce4b5a3951fd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-532.lrat.xz
533	p03-c044	03	044	2200	2250	50	26099	159968	10784715	a62ee38c6a3491db49c32d2ebe205e1a3974a0614b1ac018635815bdde92dbf2	21885172	010cb921d1a22c426c640aee4241a93f0c9f2951b29c3befffb052307f777cb4	2742524	bbc9c442c270d00eef3b3c5332da4f75d133d2345ec213e9bb24381f35a00915	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-533.lrat.xz
534	p03-c045	03	045	2250	2300	50	26099	159968	10784715	aee81dfd55b3427693dcb669e9a36d54a7c011ead869b74bb466fdb2af1ac091	31249306	ec764190bb6876c84fc5e838034581321035dc93b830ebb3b42792da31a993c7	4793352	98154b69f28c662bdec4f25bb51427e5e6093a9aa86ceeb46b712ed1cc6c9f11	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-534.lrat.xz
535	p03-c046	03	046	2300	2350	50	26099	159968	10784715	4e036b5b53fbc23f83d3b87217c0aa87bf1b62874fdd44bcba9854d84e2c92e7	36393002	bd32feff11df07e78275cc67b5f613465d081da3bbc26f0306d57eb4afdc99a8	6090544	22d2dcf38d8bda8a46586bbed5dfc7264042c4ffbcce3c3ff143d414ce272ad0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-535.lrat.xz
536	p03-c047	03	047	2350	2400	50	26099	159968	10784715	0684591f932592f4b906bc6439322e35bc5b2b226b93fdf4c65b74fa8f771454	25833920	f46b79fbc722801635add3ee43b1e849f6f4e2bab268dc163bf2708ff4ccc645	3596188	69135f44a70f3fe82ad5809afda7b0100e2a49d86a001872cfddcdebdaa7dde8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-536.lrat.xz
537	p03-c048	03	048	2400	2450	50	26099	159968	10784715	9807de0703eb5e3dde25e8ab444eda6b78a3366a67f2eae83c63ad3cd79dbaf9	29099671	a652b3feead4ef934485485d1a7d1eda132610a92a986c0489265d4f4fbf1b99	4304112	8d2812c847495cc0ec420f9df67bfab2620e5518331b225680f6b1c467655103	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-537.lrat.xz
538	p03-c049	03	049	2450	2500	50	26099	159968	10784715	08cc62a5714e58203638df5477d36d57b679d6596e28ab31c397a08b8fbd9157	25904054	a001ab3abcbf63f382a83b956b4c585606c0081ccb9dfd7c97b56e2369314f4e	3533672	4a17ac66c69cb50202b6d691b850140308c6f9911f0843c101db67d17683db81	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-538.lrat.xz
539	p03-c050	03	050	2500	2550	50	26099	159968	10784715	a161c28446f7a2c6f63b5d9d97623c95e572cf8cc0f84b56e95269b4bb872b26	33097278	0d946a0d71ce52a3a997607d37b3c6bf98611d285af9080992faaf897000addb	5107220	745b95acdce2925c3a5a157cd01bb6b1545949aca6f9e8fd68c8da00331581c6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-539.lrat.xz
540	p03-c051	03	051	2550	2600	50	26099	159968	10784715	86c622db8f591af5f7f35254c6c8e08c2eb291a3d00b7bef4de5d9ed1045874e	29532635	293debfe6b3f024432e6e406e61e3a1d151b2463bcf6e036d7ddcea751d77302	4439180	c49d4a92f9f28a5a2c06fb9cc051d393d90f516ce34422428cf0d7f9ae426bec	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-540.lrat.xz
541	p03-c052	03	052	2600	2650	50	26099	159968	10784715	6334ede77c069ce86a751c63026e83fe05bf41057a3c87816217cc7a110937fb	25510641	3a7de4a5f0593fa763e899e48b27a7d0c5a2fe923441b440dfcca13c82924360	3370260	acc84bd5d12ab55a017a46fba5b48fd4ee5ee33d29d2565574d0573ab8e6c674	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-541.lrat.xz
542	p03-c053	03	053	2650	2700	50	26099	159968	10784715	85a9a7a44c97dceed394119c042861974bafd6629a6f1346c4dd0a503ddacdf0	18386275	9a7c37f464e3f41a47bca606f193058c429b63dca3b0033848dda41f658b1a41	2291848	964ee6daff43da746a31cf69a91dcad5ddfb075c790bd70ddbd6909f8d359bdc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-542.lrat.xz
543	p03-c054	03	054	2700	2750	50	26099	159968	10784715	e9c405c2f10946d1f7eea79f914a8c4cba6e1f46683254d707959cd631045531	31116580	02efbaa0bd535dada0cb091689dbf5c4e93f69a82b91d1433ec2c016336a8e1c	4738880	a1def8b4cdef44d033a3dbdab917e8eac7d10a43dfe609362364537cbe3dfca3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-543.lrat.xz
544	p03-c055	03	055	2750	2800	50	26099	159968	10784715	04cf99bd6eafdcc90a00b5490800c31c007ef6787d4edbc09161bb52a46068fd	31787636	5387416c1f3b376bd697c2e8fe6d832db53b869ee0a550335c3d7d5c8e4f26ac	4895368	259a0435ae9e7d0137d892b60fbf580e713f359c02dc83c509367ecec3b0510d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-544.lrat.xz
545	p03-c056	03	056	2800	2850	50	26099	159968	10784715	f9f5a960a15ebd536bf8fb6ba2cacf5f622f1aad3f1326894666372754aca674	26013576	dde4041b52ccc2189a57c872e43264cbeb550c8154a2d78b93822a90fde0c1c4	3480636	04df9ae338e6d7799bc9b3c6bc10233f063ace32a324701eecc7ccafe5e6c0fb	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-545.lrat.xz
546	p03-c057	03	057	2850	2900	50	26099	159968	10784715	020fa7e2f99b54a14c3ce3198b8d3ba46951ecb70aef0320762613218788b730	34987849	9cad1d51a99ef32f585e68c73f5bff04889ea893c81d794915de8eec921c0085	5692616	8e800732438c12eccc52df48dc6a2675113b18be8ce1d8f3b75cc83bd7dd064f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-546.lrat.xz
547	p03-c058	03	058	2900	2950	50	26099	159968	10784715	0b3e60a5dbed2d1df3d393a39b8fa50950513c62835e58214af5f5246a2ecdc4	30337003	fc58f6013b8003baefaa22fb0084332805d38e75dff5554b0aee8311e2a24356	4676292	e910ad0d8c78d2aa7538933fe98e5d590cedd48e74f3ef7bbd202d4f6f9ab88b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-547.lrat.xz
548	p03-c059	03	059	2950	3000	50	26099	159968	10784715	56501193716ce2f663aff802f387d0283dd376dd7b6961e90ced3f40027fc43e	25291734	795e22297e4bdd0855f95cda149f4683611cab373a884622248d006f7f01e183	3311868	7096c53ad7706ed2bd27fdc0a851cfc28b2f6249744e3da01114ad6ffbe983e3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-548.lrat.xz
549	p03-c060	03	060	3000	3050	50	26099	159968	10784715	94d1d84f713f5214cbfaa4c2244eb7375a1bd9a32e6d3c4cbafca21e10480ec8	21568329	693ae2409a1f1766b2ccdfdc086f4c8e6dd0e597fb64223eefd6bd4cd5955bae	2593472	439b7cbd214e2e55af0552642ef85400148cea92d6dc49db392812c3bb225ece	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-549.lrat.xz
550	p03-c061	03	061	3050	3100	50	26099	159968	10784715	f453a37b4fd0a0acc7c58610a78aeee1e99607d741187edf267f0f38b5a6184c	33444142	ef3f6749bf48ccca5529e301284324eb7a6ba51b64f69a0eadc94161fb0435a2	5380068	b1fcfedd2471b28c6f67d6816754bd77181473fbf895f8eb888696ec857997d0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-550.lrat.xz
551	p03-c062	03	062	3100	3150	50	26099	159968	10784715	b4bb175f33085e40b49779ac6b61340e21ea04e46c0407d632cbfe3d16efeaf1	29099612	9572623bba1d70dad22be58d0287e7b09b5438b04ad48bd1000e41a2d05f6965	4281764	5df31d3a1ec93de094315e135d294422fd1313a9ff6187ae2112a369e2edab82	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-551.lrat.xz
552	p03-c063	03	063	3150	3200	50	26099	159968	10784715	37a51bd666b5337a636984c3399cbcf8c5f481411b561e67c53e61f4da1b68cb	27044865	e7bb8d55261d86e2ce66145f0aa2373e0701840126f9181004f523baa047bbc1	3956816	97fb6508246f883466b83f767ffe46b41c5349c16d77faf00aa1753d0940c3da	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-552.lrat.xz
553	p03-c064	03	064	3200	3250	50	26099	159968	10784715	b0ccfa0fac902240e6ba3c7e3a2266b4598149dd15452944ed15005477c7bee7	35500158	efbca48c0af94ae171c91d50a5e9a2dd97fad508c94393fb2586e8c61483d0f3	5518048	8ef8b7895584a3baa8ef9c8fc5bf78e03648ad7b4ad148c46157c13178e1addc	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-553.lrat.xz
554	p03-c065	03	065	3250	3300	50	26099	159968	10784715	be51b4a553607c13ebf1e4df1667ec90f66d5cc7cb365447f38c8ba9a8311a14	24586494	274ed1e533215a089dde891f7f8b27967939478f8c980e13751a05813f32a01b	3285608	2549bcae85bb10b99e62e0c58d19a02fa27ccfc1cc1842909482e420773992c4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-554.lrat.xz
555	p03-c066	03	066	3300	3350	50	26099	159968	10784715	726d05fcedb734fb8c3452fb6aeeee2601899fa67445d1e46baec910cb582dc7	24147332	b53c11ec880a5c21d5a28f8e4942d9144a7901e34aeb2e2bea9ebb7c9f223800	3268348	3000f4d016389157906b69f0e1eedeb59d43186cde09fb7075db26415a0280bf	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-555.lrat.xz
556	p03-c067	03	067	3350	3400	50	26099	159968	10784715	70e0c5c3adb363c6db5b79c2a9fa8221edbe76bdd94a8e375c47a939794bedd7	25977368	153f034a98ba8d4992e87dd47eadb69e13427760e65e34ba5c8cdc87a3d151b0	3733496	599e18b70dfe3d636858ed36e1527a4859096165fc3f497e8ce0c89dd2818f0a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-556.lrat.xz
557	p03-c068	03	068	3400	3450	50	26099	159968	10784715	afda0f6df2e753458fe3560ffeac53096599a9d3b25dd8e7848baec304182aab	26809011	e9c54cb3466d425c8f544cebaccf36de5e04f14d623f60d301663bc842be89b7	3689968	6184c626b1f5b7e0e94c258a17c0437bdf13e3d1a06cec578b5c2834f4faff35	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-557.lrat.xz
558	p03-c069	03	069	3450	3500	50	26099	159968	10784715	748f56bd397dfcac8e5cc991373322acb3d596b283cc83d7ea0e5cd7e3d5152f	24498822	86f84c3aa0bd5203b2223700d463349802b9583f0d18bce0d680debcbf4ce144	3322788	cd426ea3d4df71cfeb6bb858a601515e9d6566b4308d0ef71e44dffd53f7a2d7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-558.lrat.xz
559	p03-c070	03	070	3500	3550	50	26099	159968	10784715	3df4d8bc399942200dd5e5459e7d7a2bdde1c835233485e4812cd5d820446039	31044777	f10cb83452531f3b58f54ee7942be860af7770147da6681493499e11470303d7	4579532	e0949947ff1dcae01dcc2aff1281ecd38db7809a53eb0f36d8544be013614ff1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-559.lrat.xz
560	p03-c071	03	071	3550	3600	50	26099	159968	10784715	93f6e9ac8d8fd0e85397a1a7321a47562c7a927f5193a9efbe9a2ce02e628e22	24118547	d0123619db9526fbfcdc328044fc055db2f11aad93c0556d98dc6afc0648a6e8	3305640	3122d0c71b4619610a39a74f4921878c43e40f0b7290514bb50ba27d7599f601	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-560.lrat.xz
561	p03-c072	03	072	3600	3650	50	26099	159968	10784715	12da95f80e267f58113576ddfef51a61c94aacf21e6d29863d5c5d1dfc4e0ff7	25483241	bad6944788f9d1ebeb42f0ae3aa109a6fae4f1ba21b8ce1054101a83c21cfd0d	3644624	d022c75dcdc2a36ff96747a3c2430dc6821005ba00270bbce578b89b8de334de	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-561.lrat.xz
562	p03-c073	03	073	3650	3700	50	26099	159968	10784715	119abae8b6a966bb06fd4fe58542f673587a445673f354ddc6bdbb0a0ca8e371	26710323	71d672c3d160ffc94cac7e6ac276f1ecfb9c75a540f4cf826c8c61294e494573	3653568	e989ac9f1ced318426b188c92eb27cbeabfa7fb3aefbd1d6f835907108c1e957	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-562.lrat.xz
563	p03-c074	03	074	3700	3750	50	26099	159968	10784715	541aca76a9c7fd86587912515d138481e8187fffe6b747281e5c652efd8330de	26185909	6ff08abb3048499f20aa1c8f63bd79358ff9da7fc9beb632ba366c1256238d0b	3464412	6bcdc56143b3e252d3705c26183240d1ab0d5f8104bd900ac6b1ef989a3aba5d	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-563.lrat.xz
564	p03-c075	03	075	3750	3800	50	26099	159968	10784715	318bf2e40a72b0ce5c2d1a94e727579a7c3f617d7f856d17595b9bd5a732f014	25046292	620890fa1f471ab5550a0e6b2082ff8d3ea15ccdecab3d7ec1ea8181b8d2a809	3371300	b373660d1a00acd1760660faf1c59227f31a54e5d8834e9920dce319bbafff6e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-564.lrat.xz
565	p03-c076	03	076	3800	3850	50	26099	159968	10784715	c1d268e2921c4de2d440c9e2b899ceb9d2f61d1c1d15532a45b356e0be76b4c3	27001110	f401caa5cb14c1eb86223866524cbc0cb8bc8a2d7994501a2d0700109908180c	3865988	3f4c563f688e14d00dedc8f86255bfcf6043a84c6e6cbfd42bc2a9104baf4bda	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-565.lrat.xz
566	p03-c077	03	077	3850	3900	50	26099	159968	10784715	adc3d4a56979883d2a9faf405ceb65cba322a155f74540a86e0076ab54bc9ef5	31642765	ee0b41979291293676794e370974a51d5ce08fe2e6dc9e367ecc249348f940bd	4858548	b43c102f1d3187ebf0a7c649fc20295ca75f291732f99594ebe87e8333bba90e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-566.lrat.xz
567	p03-c078	03	078	3900	3950	50	26099	159968	10784715	b505e7db0dd9eda9a80274f2863428833d6ed43bb9892410379d97061acf622e	33387246	78703839e48a45777f200e231ed5378d87e717b05711203ded51e392c7ef5c17	5174564	2f94566d6324f779dbc16ebb615d33fe98a19529e50613165910fae194914ad6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-567.lrat.xz
568	p03-c079	03	079	3950	4000	50	26099	159968	10784715	7858c054273b6a61a2ca320d4a22513912233ebc7e02d9188136fa381ac5eec2	25159274	91d8f164b231b501905fb0bec70d18aec03283dd9de0ebf76a95d6b9ac0d1876	3731532	bbbc25eae6e2aca49ded0fdab0b1f0bb2ebd646846cb2689af6dfb900f29e93c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-568.lrat.xz
569	p03-c080	03	080	4000	4050	50	26099	159968	10784715	23efdcba05eab179f76a449ad3afef23556ab57d659799ac9978f111b36a8ff6	29867628	93f979a6d949ee9e39423c75a1038baeae11cac84270fd3c85a20757596b1f69	4356820	b944fe92394c59dd0c69cdb6125810f4b98fd042ced0b1192dcb752b7cde0642	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-569.lrat.xz
570	p03-c081	03	081	4050	4100	50	26099	159968	10784715	2d4211781b47ee6d58f69da0d8e9e3b0c183fb2e60e6d3db5edcd62b3f14ec4c	29712838	39d3e2aab9a498ee41b1c1fcbceb01ce3ff865a8b3fa36c1d0d56419842894b2	4520316	db666e08a5310811ac493a422ac7649e542d34c0e254e7d61dc15ad17fa074c1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-570.lrat.xz
571	p03-c082	03	082	4100	4150	50	26099	159968	10784715	4c5cc2c151fe7a597503a15ddee79b0c3ea5d87c4fbf98d9a37e0920b3ffd15e	25766524	c370aaca7e495ac965cce390bbc0b26cb2fecbc535b8329f8bcecd19e1df3f00	3525808	17de6de1cbeae72f87289070f5150141aba4d16e46ab03e6f624d9921fe5dd49	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-571.lrat.xz
572	p03-c083	03	083	4150	4200	50	26099	159968	10784715	d61f1af28241ab59453a09c7d79015c03816840e6bad8317542434c60be5a990	34301033	2d145c835925e9a68b7198bfb5ae41ca93caf18515180f16052b41bff0dd279f	5439928	741057553e70167b93437867d6a4d55bc3fbad5b47e7569cfd5d3cbbbf8226c3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-572.lrat.xz
573	p03-c084	03	084	4200	4250	50	26099	159968	10784715	d1b2ff14d96413ba40589d99eb1c3294cdfd8e6ae424e6a1f6d4e31fbce7f026	28845900	674e73e90a5fc96a217060f5dc6127d81c20d78f79be7d873c7cd967d2180cda	4289816	af5fecf59c6c4d28acd194ee0e5f54bc4c398eddafe76c520ff766e7937dfd20	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-573.lrat.xz
574	p03-c085	03	085	4250	4300	50	26099	159968	10784715	fccb54c2e12735f9afe89f93e1274c73e6c190184c26ce09a75efad0797e4bc4	24531020	a4ed45e2022061ecf5a2e2234adb7815309e3190b8a4352b7de0ab9744d322ec	3342988	63aee23dd4e188639ac98414ce6d4ab449bf4ab367a155fdb0d5c3847a8c67f5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-574.lrat.xz
575	p03-c086	03	086	4300	4350	50	26099	159968	10784715	9283a0c7180fd1bfe6b5821011756b927f9a9262333c79f407079184689da4cb	28020418	e792969dffeaee8c5c8b72e987b785d985df855392249593bbaa377d4e141339	3975236	c0e79b01ab975f5c906933fe38cf7d5a1b11dd9db3ccd0d8107d0bb68c4411e5	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-575.lrat.xz
576	p03-c087	03	087	4350	4400	50	26099	159968	10784715	377235a7de15705299d1e2ca9eaaf7608235f2c3f5f46a9e945182eb643aaf87	31553166	a0f4aac9a3238e4d30c5a130b3547b0531b3c5c9ce04a9e1c9d1133872bf951b	4778264	7eac9618c292c259f7d1e106c973cf305f669c21ca984e4c1210af5e3968ca64	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-576.lrat.xz
577	p03-c088	03	088	4400	4450	50	26099	159968	10784715	6f9fc9dc4f9bc9a5a155cc0c768a20f93231a769b49efe8195f52a205af3accd	25274632	56ee55703cc85f0b88fb491f9a5b35acfd81cb1e022c6dba56df2e0826289970	3385692	bbce50e75f57418b1ef0f611bdc48ca717b850ec4d8a9ba9510b021053ad5bc4	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-577.lrat.xz
578	p03-c089	03	089	4450	4500	50	26099	159968	10784715	8a6fb56619de697aa0df4879f5e44dae3d839bac26065c1cd07684548548a46f	33971096	288a7b0776c85cec72b8c57260f53335159a12e3f9374eac014604ca51b5d0fd	5218844	dbc1fa0a49acc41375cafa396981c3fc56a9dac8e8b64698dd64ad4371935544	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-578.lrat.xz
