056	p00-c056	00	056	2800	2850	50	26099	159968	10784716	3471d495496a9cf3faa581bf41911a4c42a153afc12a3eb7e8679d735aa64645	61029947	deaa401d0ce1ff8e8316e1020775a286c458b693964977db68aa4f73f3ca1cd2	11375240	382de8a5b71e3acf4b4e6084e8192266a23d894a8bb7add60bdc080a34068542	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-056.lrat.xz
057	p00-c057	00	057	2850	2900	50	26099	159968	10784716	9aea4ad411ddca20ba7115e71b7382922704023b3ef8bfd3a85830f35058533a	7341596	d860ea8582760668dd3ee772561a79df24bae14fe613ad4774b61b8ef7b1aba4	488512	abb97a4a61128a958d9441e58dc35032e660a757bdd7c36e9c3417ba8b0a7141	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-057.lrat.xz
058	p00-c058	00	058	2900	2950	50	26099	159968	10784716	0013612a7c6fdff54d0163307b2112110286a9f70b855b625f2343807140bac1	47026726	6e283dcdb2642cf8c9a4627d7e03fdae12ef13cd54ada4afbd4799269e9c913c	8077268	2c8269943d91089cb8f7d32ba2aef4cadef5bf7cae64655a02c9ff52d2a716ca	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-058.lrat.xz
059	p00-c059	00	059	2950	3000	50	26099	159968	10784716	bda5adf81885d6fd0b077a728cbf337b8d153bdf1af9141480ceba9c0c80ea90	67515980	56e80a38a9144a4606515188465f0e10ebc1ce1c02d964b39073ed3ec689849e	12502408	4b4594eec61eacce5cc8ecf79666394b977bc2f4476dfa92e9f8c43bcb37dd44	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-059.lrat.xz
060	p00-c060	00	060	3000	3050	50	26099	159968	10784716	6efb51e533b001958e51ab6bdd7c0cf92fe734dc80d3359b7dad3b6294baa3e6	78538848	3beb65aea215afdca8b47b3cf1e1e9b1d2ffa0cca8554d4457d28f18e2d446d3	14088568	58b14840cf6773c44050372ca9ad0874f517115f003c59222230c803e2efec20	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-060.lrat.xz
061	p00-c061	00	061	3050	3100	50	26099	159968	10784716	38e5f8e890c7605556f331f706580ddd00fdbdaee8a4cae5c260187c29a168c6	68245045	2b870d3a3ca8c2b35138c7b321aac023a4a7d9adcc3bd0a7b1857d41ca60aab6	12474516	4cf0e90e6caac861e301859aa517b366183942b09be42f4cc6ea3333c6fbf9af	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-061.lrat.xz
062	p00-c062	00	062	3100	3150	50	26099	159968	10784716	80056decf07a6c5a05e12642689544c00a1df79e83c4beb1b4d395cd06dc30ef	60662404	a146b918c0ad507030d76952c4705fb49b424d75e2aa3609fc582cec383812f7	11308788	9b16d96dd78de62cd45cc94620327ab538de57fbfaa58bf3f3b21b348abd1679	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-062.lrat.xz
063	p00-c063	00	063	3150	3200	50	26099	159968	10784716	9c29cb1af40f2088f5830c317ed4ca47ab842ce63396c548e2ad7ff58cbb473b	51868091	707a93ebfa2b076bf8a6367e9da79cc286e0366acf9aea6311905cb652099521	9164204	f47ad969973cae50eb5e8e4a417970235385b36c7f20ba98d88e41274c5584bd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-063.lrat.xz
064	p00-c064	00	064	3200	3250	50	26099	159968	10784716	b3749ac59e18bc6871537d1e7c3f3425ecd2656311ce54d0c4347a95e7055c56	10525381	df06802c752fb98a7086a8e4e745c1d305a3355d44a9c931544dd4c1b7711fd3	842936	90b39fdeb8dd82d059b5fc2a6a38ad7776dd21f2fed9472d39eef5f2bc3f2107	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-064.lrat.xz
065	p00-c065	00	065	3250	3300	50	26099	159968	10784716	c4838ca0aaf58a03dfb5f940535baa6024f63d868ec8c5feff025621dcf7dfa7	41317995	649b47ad1fc60beab69fda6afb118c537cceaf4fec58168c458611cdc0e1c788	7027396	2414d9b1cbcf651347692b96499aa926c1981a6316e42e2845f5ab294b329155	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-065.lrat.xz
066	p00-c066	00	066	3300	3350	50	26099	159968	10784716	60b22ec174abcec05ce09db3aa79e098de05a89d83cae0c11bf64b6addf6e397	22379399	888cd1da01b8a7d72bc07372bcdc171d306ced90eb1e8284e005b80160a73fc1	2778460	dfc9948dcc3ea929105595dabba9a043c0beb12782f9abeebbb88ebc39f6c63e	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-066.lrat.xz
067	p00-c067	00	067	3350	3400	50	26099	159968	10784716	c494e3ea3e4bd51c21786890d3d25b37a87649a1c66145dac01e9a8417891717	56883930	d974dad34a944104d17aeebc7d990e4b5a3de4001f18bb7794521918ffabb265	10195928	c02c2f0f293ad1ed93e0aaba13182c09fcb0d280fe2ebd3b4209022bfd433160	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-067.lrat.xz
068	p00-c068	00	068	3400	3450	50	26099	159968	10784716	a80924cdc4f9dbd963c5b5c4d091e357268ee66b2bf757024949e7b21a244f1f	63447172	b3824cb73bc8d1d9346bb2f52e4cae2530656f564860adf583c40d51c08acc50	11377400	1b0accb76dc40421053f23088b57a1cd1ca2ea1a12ba732e92b25cfceb487bdb	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-068.lrat.xz
069	p00-c069	00	069	3450	3500	50	26099	159968	10784716	28437ad2e989371eef080b5a92f72ba11376d2d6285b4436c0751d125647c87b	21693742	cf5d1dad8d1d20d660f2bd241cd419f94852534ebe29ab8af401564fc0fe7671	2730952	3d5e912584a242907a560e8798f77bd7b7cc8ca804d2febe6a9644fe19b37012	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-069.lrat.xz
070	p00-c070	00	070	3500	3550	50	26099	159968	10784716	f590a448a1e8fad1745f1282c058206595e5a6519c2b29137bd0f7ca38f4f698	71818383	11ff6739215151c2a0eccc6f1a78af748ee06217fdca922244113c6548f1a2e8	13720228	3a66bd5b99d1277f600f5aa75ae2a0bb71189bc1d4b59702cf32ab2c6aa90ce8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-070.lrat.xz
071	p00-c071	00	071	3550	3600	50	26099	159968	10784716	a2b8398247da172cbf1bc5d11ce57076a61ebd5eb18cc9764577be685bca7ac4	29856183	d0678712bdd26a6dfb0f3af2248be43e4316c316a3a082845e3860d98b681fa1	4490792	2207cf4d048bb10618dfea73c56733072c2306927d5facf90f37ac5f0842927a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-071.lrat.xz
072	p00-c072	00	072	3600	3650	50	26099	159968	10784716	8e40fdfeb27bca60dccd9d50410c9e7499b6a183e103e8217461235ab78e7d0e	39946011	218fe1057f050983aada7bc9458140cdfa184a64734d6f56b870baebeacc3bea	6946728	f98ccdd36a9009da04674a6014944c7242b7d089dc1e43c3c0b143f631edae4a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-072.lrat.xz
073	p00-c073	00	073	3650	3700	50	26099	159968	10784716	816303a01521e3ba38e7d9747649953d6f90dd185041fd2d94021792dabc709a	50182927	19563d32d745f18d3bf2d7660fc87bbebb25e7c476ae7fa73a894272c571a4db	8945548	0784e1772422d983df4bf798162bdabae73090867b1f01233dbf61d3f64282dd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-073.lrat.xz
074	p00-c074	00	074	3700	3750	50	26099	159968	10784716	b1e1497ab2505181ffa809e30e8eed5bc201cf04fb6b205b166debb3814af53a	48647099	01e13eef516094c7609b83d3b9f507534a56fc1413f4c77445742001ec5ebd9e	8363208	f9655e024215f3d1a0fe765debfc2d5f8405d4fe078255cb8670b32cf4075127	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-074.lrat.xz
075	p00-c075	00	075	3750	3800	50	26099	159968	10784716	40ac0ac915478cf20d4ed06f1bf52f88746f7d2f0424954c8aeb76bf8002288f	57128710	9872c7d295f0976400d926ed0af3a32d5e5f24597ad1dd860966d13433d0e0f9	10078208	65747f0df9d4efb095cccbb4c6f3ae463d8e31c5fc348ff9688707d2f4e1333c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-075.lrat.xz
076	p00-c076	00	076	3800	3850	50	26099	159968	10784716	f7397407ff3659cd31a4512a894ff9ec25f6d9c56d3987fc25d56e7a7f38003f	83192517	e4355a481ce2d91f0d90d26e467b979753b458ecf326c13c4c11406946cfe3de	15553336	6b8867bed4ab91a71c41ac16895ddf36e94528b6e0cadddef504a6538a2bddb7	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-076.lrat.xz
077	p00-c077	00	077	3850	3900	50	26099	159968	10784716	2aba20079f88cbb4c23f6e337cedbd9342d31c9f697ac79ee2400dec6019f6b3	74188769	a891ca89f27c61f40af141bea2ca06eaaadd9855847e5a2201f73cb4f0593cfa	13611896	4f4449a2370d49298d94b6198e283f4ae4f2c762d109798f7210af967eeac5fd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-077.lrat.xz
078	p00-c078	00	078	3900	3950	50	26099	159968	10784716	f472a049bf2d6da3b059aa43d779703ad7c1eaf72b431e4e6261e86587ce233d	32073758	6380293dfca9bb9d14ef9fcd9e31c53744f8c69edc08f5566c407d2a7bd33a23	4879996	2be58f3a1b2e491e151285a0352d1bb3040aeafdff76b27e9904b6d0f1670677	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-078.lrat.xz
079	p00-c079	00	079	3950	4000	50	26099	159968	10784716	3e3676c7c948e6d7e02098f21033e4958a900999feaff2fd5ebd618ac07a5aa3	41569922	5021145a86a538f0e78f6f4de56c7f4b0874fa5453f9af4933dc8018eacb9a5d	7134104	12de939b3090aa7268f9b17d79d4f6556b4ceb400ec4339fc7e08a56df59ef12	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-079.lrat.xz
080	p00-c080	00	080	4000	4050	50	26099	159968	10784716	8f5eae1f93f740dad5c52cdefb3a8aaf195564d6be6ab9da09f83db22f10e392	61559282	78ce6de012baec0e3f284b7104ab9ef8ea9eb5e602f104ebe234f9410a000bb4	10991348	674c249d02d689113d1280b627ae3ace3c2d5d83370cab0ad7974b598b98b546	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-080.lrat.xz
081	p00-c081	00	081	4050	4100	50	26099	159968	10784716	f4ff496f176d006ac2f925c73927276930cf23970fff722bdf17a28897cd678a	76487953	b01f0590f247bfa1066fe799edbb3f45a6518daf868b76b1d35ab24f0d23a512	14097908	d56cda04ff2d6c9be7f9852616f32c1343d718b4026dcd6e49d89da7d1c7ddcd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-081.lrat.xz
082	p00-c082	00	082	4100	4150	50	26099	159968	10784716	9a84358c25bffea3d0a2473f5b9fed73ae01b50353d6105289c3ec4ff373c30e	75341324	0415d2a03d8e6c9463e40ac20a3ba7b033f3c9c0a846b60f871ad61f49139def	14071812	5051e86dbffdf1b886b845d25946b5a2c121f403d8e1a29ab3dd705c20340d78	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-082.lrat.xz
083	p00-c083	00	083	4150	4200	50	26099	159968	10784716	3f1ddd3a00e8be8a4cc4dbaf0ef0adacd628433b9c7f1cea06baf3799955e6ea	79021228	ae7289cff4c0ea1979b1fba923c7d7b1c4ee08605d98da9266ea74d269582082	14411496	f5381d598ce97e9af9af9e48b8d30e085010496ec7e8fab50dfb0fa1730b2e00	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-083.lrat.xz
084	p00-c084	00	084	4200	4250	50	26099	159968	10784716	2748a5af77f0f24f8aaa415ba573080e41b7153a40652453e8a89a045eb512ff	30494504	a2cf6f42a16b511a181cf6a8f3661f816e4fc246278a2049eba8aa55cb1ba787	4675316	1e5b7124158dc934a48a5a4bb9782a2bafef82c20e7164fef6a687a0027263d0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-084.lrat.xz
085	p00-c085	00	085	4250	4300	50	26099	159968	10784716	2a8c4c1685351a013e54b82ada913ebf42cad2b78a6f635e448bb1469a38e525	45215376	8f5108c6e4f00a4af6c58af25d73b674e12dac805ff36566ddab208602b0ae3b	7887916	f15995ce26b2f3ca6f7ecbf653c783ce83f58eb503dba7ff9a39c30994a77678	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-085.lrat.xz
086	p00-c086	00	086	4300	4350	50	26099	159968	10784716	b7c8468896a60cf16db1c1ce41e93cad2fced42d4301f3a0cd76b53a73428470	57173395	503699ad0c04847bdd63ee54574cd6068a8fc4d0f7aef21ec305044e92f269fb	10204076	df281d10d07d32dfbaaa5878d39cf28f168c4ea86f92cb6753e0a68f023c6b28	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-086.lrat.xz
087	p00-c087	00	087	4350	4400	50	26099	159968	10784716	54aa71a1929c306d2b4e516a1d57e9a86e62ec14a272df045b2590a603813430	66889209	58c582c57c95daa267402a455a9aaef87ed504e30a6f6db165003f2efa2d9606	12026740	717ab9ca1f49e2fc265e0e5f3d4ed14c81761605c0b38d99458a20b12783e88a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-087.lrat.xz
088	p00-c088	00	088	4400	4450	50	26099	159968	10784716	640d4ccbc678cb6c328c20ae1ef82b33c57b10a344826cee40062ebe356935c7	73498499	402337954cbf404076609aebfa5904cb49986c0e8cb66afcfbd3202d0a5a6acf	13544932	5a0cec2ac7572acf0ffde1c150c8411c675d6cd6f65b83cfb5d88ce9ddd5431c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-088.lrat.xz
089	p00-c089	00	089	4450	4500	50	26099	159968	10784716	0443e0a733f50d690c6926f2cd7c651df8dfb1a052d43cd55e7112f7c033af0f	78538385	ad796306b413ec1192b27f4cc20bcf9bc6baeb9a9d662a0dcdd8563fe4a4ec96	14769056	42fca4bd2dcd49bc0b06dc03beec1a9326a8a468629bd35b44473bea725a375f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-089.lrat.xz
090	p00-c090	00	090	4500	4550	50	26099	159968	10784716	19de20b4271524defff8ce5057fa75f755e57b84800e006b7b999f0e9ae7efc9	53277182	a0e08dfb6b19546bf7f620a5d29ff349ec8827f65c46f315c37a051102fd24e4	9329716	49482a9bfff75fd5fabd19d3c50934a380b3340ba0e389f80ecec66c07e6fa30	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-090.lrat.xz
091	p00-c091	00	091	4550	4600	50	26099	159968	10784716	433c3b07e3fbf42baaaf75299e3ae8ffbc9a2d6a8694eca142282fd5b64a1067	67516729	87551cddf3b1207efcecfbd252175160596727bbb007071cfb09f161e9bdbf5b	12703944	b4e6d8ce2645e5926374ae1cc3473be2d4e69c6ee1b729e2ca2da7bbcb232641	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-091.lrat.xz
092	p00-c092	00	092	4600	4650	50	26099	159968	10784716	50485a7f2402a6cc143cecb65178395d41f5802da5dead8fd9ab297e6cf52f2a	83675888	fc0ddd61463b264021de9abf7f90a847e59cd333b17a33351d14022ca6010641	15638516	0b3de0122cb5d6b734b8c31bdaeca1177d18c874452fed0b95b8c792eeae86cd	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-092.lrat.xz
093	p00-c093	00	093	4650	4700	50	26099	159968	10784716	29efbc9ed2b713947e6496b73f67d5354e41eaac4c9def81bf5637159026a56b	35418389	40d0d993ab0c4052d4f4dcf4946c998a1e0c7093123e95b1e6baa31afe7bfd31	5940084	b81c467d960b2c82ae0cf136c04f321549fcb912cae17fe5198c8072b5d74e22	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-093.lrat.xz
094	p00-c094	00	094	4700	4750	50	26099	159968	10784716	bf8be6e05c0ddf6080a4316b1610f23f1144472873dc8f59471bce68f4083e0f	64482072	adc7f1ebe7286f946cda7dd5928e605b863a8d0aabd9d102d2342b1cf58c651d	11543632	14c7071aee9cf6b9a572f228f8ab6bbe05adb0d34d80b378a5b2e5ee305a3802	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-094.lrat.xz
095	p00-c095	00	095	4750	4800	50	26099	159968	10784716	de89631caf18bac6c4cd402bc19519e9784bdd27727cce284d5dfa7a94fd5641	69649970	f7233d0c06d6d5da1899914d266caf5401c0be6ea41054d216713bbbdd13562a	12910120	ac795c7efc58c02124c0170cd2cc7aeb2843343cd502caddf0af19185bd42ada	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-095.lrat.xz
096	p00-c096	00	096	4800	4850	50	26099	159968	10784716	3b33fb27d7f486b35ce4d99fcd827e9193078459d99e6021f0b723f7bb24e3e0	41687852	4b680683da21ab0d9edbc3b65d44ea2a0bed1d4c3014245cecc08a673076ebb8	7108760	b43fd20c1b4d9bb8787df37a034767c84169353a405bffc11f58d0f42dfe4f50	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-096.lrat.xz
097	p00-c097	00	097	4850	4900	50	26099	159968	10784716	8f009e54ac530a7ff1cbf07fddbf4fedfb37fb2a64c260661d149e262bdda5df	49143835	6eaecf5f68bd3f6da06117b8dd3ddbd017b5700b2e63b61cc1f8c349c61d070b	8759812	881f5820858f4928f91da3f6664807c3db05042896b9a3ea659fa7de7894f538	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-097.lrat.xz
098	p00-c098	00	098	4900	4950	50	26099	159968	10784716	dabf5931d3d5967e46f798521f3ddd803e3b64748523cf9d15997d0dea36232b	85976285	ae2b7603437485ba8d4a2f842bddbb4bddad93295f47ba5cb86c0d89469f465b	15936724	7199654a71e59a41d7e0bbaccede43535dd23e7abd85c77b743653ffb46b8c95	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-098.lrat.xz
099	p00-c099	00	099	4950	5000	50	26099	159968	10784716	ba58d75117c4bfa96f2d9ca797a7ec5dc10157aa55cec318042cc4f75f230400	26893586	88ff9e8c82a0c75a4ea9d3353e9ecf860822035ba069fc359d7c0b3aa59b4463	3522244	a71d8a0060a2015685a46991e51b576c6459efd25ea8b0f24d5f507970d877a3	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-099.lrat.xz
100	p00-c100	00	100	5000	5050	50	26099	159968	10784718	648501977b2c75677ae4ddd17ec300755320a1ff687455dec607b6cf2db022a1	7294134	791dbb183e4977963f589497c72dee7c106e9a34bb94fac265ace99be06ff1b6	507016	62b31b68795493fbbb0ac1f9988fe4760ba57e770c8eba6dacf39926560234f8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-100.lrat.xz
101	p00-c101	00	101	5050	5100	50	26099	159968	10784718	b90927491667b50f1f8129000e235721c566f4318ef674e6fc2f8e71798f0f17	52749565	de021726ffee97ff6f652f7158cd1cac8aa2f9317a3eda8fa6302df60fbf2904	9457188	63dd3cede5908ec709865f555367f1de080bac38b261478f0888ab26946079a8	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-101.lrat.xz
102	p00-c102	00	102	5100	5150	50	26099	159968	10784718	773216756efb2822845b4d46dd2ce6b5840461512bc6be97a9682a1c1a405f37	52787268	207d3e5ee23f1894b5ce649696d8db9cb85ef7fcd8807aefceb2c8ca2bdced47	9405120	940a6380eb27baa7cacf6a0d5a00adabeaffa179f2723b740ea67bdfec14c667	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-102.lrat.xz
103	p00-c103	00	103	5150	5200	50	26099	159968	10784718	c14d58089942585bd0c74ec25d9c06f97345c20b19e0378012bb94d8aa4f4892	71971041	2605dfc5595378e42aa8fac21fd0205719ea30f2ddf5a1063f2168bd4b9faac9	13577984	40235ed50c2cc5f3f749ef774ab9de8828f36944aac5970591bb678e2ee38f5b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-103.lrat.xz
104	p00-c104	00	104	5200	5250	50	26099	159968	10784718	18b149f58f319e60c9a2a6bab2d6c3a13119136e2f18c941c7316c9e96e246b5	63689162	73a9af6ad1666a76b3de594a133ecbfc60849354a4d1542c20f6efefc89c0e9b	11646972	41405f6ec4909d1bed41c945041793f5e4e0c449d9d9d530b57c7d2aa9dced32	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-104.lrat.xz
105	p00-c105	00	105	5250	5300	50	26099	159968	10784718	c4f4348f36d13fc6207562c0a9ee6cc4bc62939e0edf14456af41d69a3f3828e	79981404	8f066965c5afeff5de8f25eca1a97a9774bd381e54b33d8ca2e9cf4da669c7bf	15044628	0c87b40490e44de0075a9ad2c05b19cb8914f4c8d73e2321281fd1dcdc0262c6	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-105.lrat.xz
106	p00-c106	00	106	5300	5350	50	26099	159968	10784718	a8495b15f662111859116607ee670cfcf20308259b049a89e691d77d8654dea6	53475847	333bc201d13e7cae389b563949fdea26479be885e2d6a7fbfc9d44f6fc3b4735	9669240	262dffd91af06c5a118480cf6442bd93d1870a552a9e820509544183fb583dc1	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-106.lrat.xz
107	p00-c107	00	107	5350	5400	50	26099	159968	10784718	b8443a3b83c22c434ac4380be4ca7cc6d8debf331a4dfa940e8e3c23cd8f3a57	35100684	0a7966c8da90f9edddf368f295de43764488e5246521f1557dfd2051b7a2a4e7	5172932	6de6656bdbf0e2d8bde2c672f8854074927cceb102c6bc3c4a76ea6cbad8d18b	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-107.lrat.xz
108	p00-c108	00	108	5400	5450	50	26099	159968	10784718	eda416ada0e4497859464c7ff36c8c8323e07180ad8067bcbac32352aa09bef6	7163461	4412a911188bed463c98ec7cb30b2f689aa48f6935f66889604ba8b4aaa41f8f	482060	9e933329dc3880857ef1c0dbe5c85ef271d7941184f6372d78fe24aee97c80b2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-108.lrat.xz
109	p00-c109	00	109	5450	5500	50	26099	159968	10784718	9ff9f44ec70207b213de809677f912a0bd1e5d29cd1c998abe16018370f0ad2e	23915997	2b7bacd0d5573f487d4fd9536b6855f05514d405cefbd331107de737d786264a	3205348	30d1c4b9cf122140dc513d0ee8ce053c1c7e92bfb6db4b676244ded891d47a24	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-109.lrat.xz
110	p00-c110	00	110	5500	5550	50	26099	159968	10784718	888c98eaf67e44a7104d84ea0fe11b0d462fb145d3bd7ae3414b68047a9cb102	62167700	2175c1bc8fc93bd9eba21389bca1c4b9e501033fb310b03a61d62419d834cde2	11188404	08da44cd6ec4ee03b939cbd92db7ae5c67de7fe73a6c91c90f097498abf8f3c0	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-110.lrat.xz
111	p00-c111	00	111	5550	5600	50	26099	159968	10784718	a7134d3f236e492264e18a8389e59df0cc7b44eb81ae5204d491f0242333e38f	44768364	754409e6a2c2b4aa24ab3b69328e7236ec9c5142a3efc46011fa2863b3bd56cd	7608728	0dc7e7ad51792cc4283243e1cba77972bdb07d372f29165b41a8e457eab017d2	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-111.lrat.xz
112	p00-c112	00	112	5600	5650	50	26099	159968	10784718	2a56e3fdb956c37b6051886be7cd2e72573c1b839e5ec78e48f09645d8b25f33	53197250	ffd8cb66f1aa4576822d3ce9880ff35e8e912471f1900c19c3ed4bf078e58948	9307272	5e5494973703d54a723fee0e0f4e51c47b6a5d769001e1d98fa940160fa13fea	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-112.lrat.xz
113	p00-c113	00	113	5650	5700	50	26099	159968	10784718	0ad6b5b18b36d82f00613824f2813a093038936736a77d3095c4608b9d3d68d6	43916902	3de8f10cde109e6cae55ecf19824e7c537e72e83dc6dc2b228c3df919bc6f23b	7620484	9bb40c80b1078066737f77b44a0a9af05c1b38b5c5c28be1c10d0bb6be56d1ef	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-113.lrat.xz
114	p00-c114	00	114	5700	5750	50	26099	159968	10784718	4d0fe464ab96d790460463dda6983d6fcf683fe117e0ba96661062ffc7e73a0e	61848300	e0341e5f90812c411db9c9b36f5d7ea45cc5c1aa9e68b04ccc185a6604ca2330	11397656	a47d79c4db996e7ec47b23992087ccd6248e934fdc7d5f1dbcd0be2e62474a4a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-114.lrat.xz
115	p00-c115	00	115	5750	5800	50	26099	159968	10784718	52c95a0b8229dd9517ec2430eff528f87fc344ed78ddb859ef2c08fe48997e12	67811152	aa186fe9d31497375ab6c954b4e6211008009b80304fc721e0da199261d6539d	12144180	fe2a174ccd60ffdc84f628dbffaf38ce57b9803e9c1a2830c8f364b5a8fad2a9	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-115.lrat.xz
116	p00-c116	00	116	5800	5850	50	26099	159968	10784718	fc390627e9b6a6d2b690706b3ced4a2e28baf63f22e68e32b7d0c82059c5963d	68722363	0bfb6b66de4b704582b0e82c412d6b6503fd754e1a4625785c40a3ee0d9f8280	12032968	bfeacbe083ac3d1f296fec85735a7d3c16ec6e9d4d22327d19c667924b27fa20	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-116.lrat.xz
117	p00-c117	00	117	5850	5900	50	26099	159968	10784718	6a2299d52ade608ac6735ae0db6aa2b75850ec8f4bba5e0d19cd3eaf0900c39d	73583790	e06a55d09fded31ae7eb2ce905c6f15b4598dc25ca5f2f449dcd38b380250e8f	13800908	68d4c87481960fdd149b89031f3ead559a319a9749219b9da876d710c4a9ff1f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-117.lrat.xz
118	p00-c118	00	118	5900	5950	50	26099	159968	10784718	e9f292d42b64d66d1cde5b9530287962858ad0926918b2119c4179697936b79b	62211585	824a45126b1486f3e0adaedf81057ac58e25454038939148e69b3d0d88d523f0	11694428	df37a92c7852803e66599f5662c18930f148fe9aa77652bb973255206e514673	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-118.lrat.xz
119	p00-c119	00	119	5950	6000	50	26099	159968	10784718	264a0418d7a09cb11ef96b20862565ca0b94a8820a553cace83edbcb5f5352ec	55376044	f306b55eb85e76171ca00f4981946c0f21b806c7a5e18cece5660cf8f247d16d	10122476	ebd481ebd35b63f0fb19861605106ab9ab213f8645e419047546347f76bbd52f	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-119.lrat.xz
120	p00-c120	00	120	6000	6050	50	26099	159968	10784718	0f5a64255931315846cbe7dcbad481e18e71607cce5b1a0a3d7322c1efe39e0a	45774898	516133433070a647b5cd728542cde5b70b2719e33d7850a7046354744b6c36c0	8183696	fd6079a12f84ebb8c646665986062e55741941bcc409d884c59fa1a13212f78a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-120.lrat.xz
121	p00-c121	00	121	6050	6100	50	26099	159968	10784718	e9d05fe5797fdc956176d1c9548d8086a98e6b4422aa73f12fe981ac1af68fff	64994403	578fc7876347b28a40f4776d7fb54dc4d3dedd4f7bc4ec6303655f14620f3c09	11794080	e7aa4bb94324a705d5f5091c233a41e89dd9cc35a21d43a0b256fd68690b530c	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-121.lrat.xz
122	p00-c122	00	122	6100	6150	50	26099	159968	10784718	f4320eb305f44b62b2ccd06737d0152ef61e2afca82f5dd1a3ba45223a7734a4	31716229	a42a7fa97a2fd93209a80f79ba21b639420ec7fa985751b2a753dccbd4f5d65a	4555312	6e47b91e5ddf8ec98bda2f7cfdc65dbba6a4738835f3140f88516b5cf164021a	certificates/m6-b7-l2-parent-chunk-cover-artifacts/leaf-122.lrat.xz
