n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
843,0,1,-1,1,1,2,1,2,2,0,2,2,1,0,0,14,4,10,2,1,2,3,2,0,5,0,-5
844,0,0,-1,1,0,2,0,2,2,0,2,3,0,0,0,14,5,9,0,0,2,2,1,0,5,0,-5
845,0,0,-1,1,0,2,0,2,2,0,2,3,0,0,0,14,6,8,0,0,1,3,1,0,0,0,0
846,0,0,-1,1,0,1,1,1,1,0,3,4,0,0,0,14,7,7,0,0,0,3,0,0,0,0,0
847,0,0,-1,1,0,0,1,2,0,0,2,3,0,0,0,14,8,6,0,0,1,3,0,0,0,0,0
848,0,0,-1,1,0,0,2,2,0,0,2,5,0,0,0,14,9,5,0,0,1,2,0,0,0,0,0
849,0,1,0,0,1,1,2,3,0,0,2,2,1,0,0,14,10,4,1,1,2,3,1,0,0,0,0
850,0,0,0,0,0,1,0,2,-2,0,3,4,0,0,0,14,11,3,0,0,2,4,1,0,0,10,10
851,0,1,1,1,1,2,-1,2,-1,0,2,2,1,0,0,14,12,2,1,1,3,4,1,0,0,10,10
852,0,0,1,1,0,2,-2,2,-3,0,3,4,0,0,0,14,13,1,0,0,3,4,1,0,0,10,10
853,0,-1,0,0,-1,0,-2,1,-3,1,1,1,1,1,1,18,0,0,1,2,3,5,2,10,10,10,0
854,0,-1,-1,1,-1,-1,-2,0,-3,0,3,3,1,0,0,4,1,3,2,1,2,5,2,0,10,10,0
855,0,0,-1,1,0,-2,0,0,-1,0,3,4,0,0,0,4,2,2,0,0,3,6,3,0,10,10,0
856,0,0,-1,1,0,-2,-1,0,-2,0,2,4,0,0,0,4,3,1,0,0,3,5,3,0,10,20,10
857,0,-1,-2,2,-1,-2,-1,-2,-2,1,1,1,1,1,1,6,0,0,1,3,3,6,3,10,10,20,10
858,0,1,-1,1,1,0,-1,-1,0,0,4,4,1,0,0,2,1,1,2,2,3,6,2,0,10,10,0
859,0,-1,-2,2,-1,-1,-1,-3,0,1,1,1,1,1,1,6,0,0,3,1,4,6,3,10,20,10,-10
860,0,0,-2,2,0,-1,-1,-3,1,0,3,4,0,0,0,4,1,3,0,0,4,6,3,0,20,10,-10
861,0,-1,-3,3,-1,-1,-1,-3,1,0,3,3,1,0,0,4,2,2,1,3,4,7,3,0,10,10,0
862,0,1,-2,2,1,-1,1,-1,3,0,2,2,1,0,0,4,3,1,2,2,3,7,2,0,10,10,0
863,0,-1,-3,3,-1,-1,1,-2,3,1,1,1,1,1,1,18,0,0,3,1,4,6,2,10,10,10,0
864,0,0,-3,3,0,-1,2,-2,5,0,2,8,0,0,0,14,1,13,0,0,4,5,1,0,10,0,-10
865,0,1,-2,2,1,1,2,0,5,0,2,2,1,0,0,14,2,12,1,2,3,6,1,0,10,0,-10
866,0,1,-1,1,1,1,2,0,4,0,2,2,1,0,0,14,3,11,2,1,2,6,1,0,10,0,-10
867,0,0,-1,1,0,2,2,1,2,0,2,3,0,0,0,14,4,10,0,0,3,6,1,0,0,0,0
868,0,0,-1,1,0,2,3,1,2,0,3,4,0,0,0,14,5,9,0,0,3,5,0,0,0,0,0
869,0,1,0,0,1,2,3,3,2,0,2,2,1,0,0,14,6,8,1,3,3,5,0,0,0,0,0
870,0,1,1,1,1,2,2,3,0,0,4,4,1,0,0,14,7,7,2,2,3,5,0,0,0,0,0
871,0,1,2,2,1,3,0,5,0,0,2,2,1,0,0,14,8,6,3,1,3,4,0,0,0,0,0
872,0,0,2,2,0,3,-1,5,0,0,2,4,0,0,0,14,9,5,0,0,3,4,0,0,0,0,0
873,0,0,2,2,0,2,-1,4,0,0,2,3,0,0,0,14,10,4,0,0,2,5,1,0,0,0,0
874,0,-1,1,1,-1,0,-2,2,-1,0,3,3,1,0,0,14,11,3,1,1,1,5,1,0,0,10,10
875,0,0,1,1,0,-1,0,2,0,0,2,4,0,0,0,14,12,2,0,0,2,5,1,0,0,10,10
876,0,0,1,1,0,-1,1,2,-1,0,3,4,0,0,0,14,13,1,0,0,3,4,1,0,0,10,10
877,0,-1,0,0,-1,-2,1,0,-1,1,1,1,1,1,1,18,0,0,1,3,3,5,2,10,10,10,0
878,0,1,1,1,1,0,1,0,-1,0,2,2,1,0,0,4,1,3,2,2,3,5,2,0,10,10,0
879,0,1,2,2,1,1,0,0,-1,0,2,2,1,0,0,4,2,2,3,1,4,5,3,0,10,10,0
880,0,0,2,2,0,1,-2,0,-3,0,3,6,0,0,0,4,3,1,0,0,3,5,3,0,10,20,10
881,0,-1,1,1,-1,1,-2,-1,-3,1,1,1,1,1,1,6,0,0,1,1,3,6,3,10,10,20,10
882,0,0,1,1,0,0,-2,0,-1,0,3,5,0,0,0,2,1,1,0,0,2,6,2,0,10,10,0
883,0,-1,0,0,-1,-2,-1,-1,-2,1,1,1,1,1,1,6,0,0,1,1,3,6,3,10,20,10,-10
884,0,0,0,0,0,-2,-1,-1,-1,0,3,4,0,0,0,4,1,3,0,0,3,5,3,0,20,10,-10
885,0,-1,-1,1,-1,-2,-1,-1,-1,0,3,3,1,0,0,4,2,2,1,3,4,6,3,0,10,10,0
886,0,1,0,0,1,-1,1,-1,1,0,2,2,1,0,0,4,3,1,2,2,3,6,2,0,10,10,0
887,0,-1,-1,1,-1,-1,-1,-3,-1,1,1,1,1,1,1,24,0,0,3,1,4,6,2,10,10,10,0
888,0,0,-1,1,0,-1,0,-3,1,0,3,5,0,0,0,20,1,19,0,0,4,5,1,0,10,0,-10
889,0,1,0,0,1,1,0,-1,1,0,2,2,1,0,0,20,2,18,1,2,3,6,1,0,10,0,-10
890,0,-1,-1,1,-1,-1,0,-2,-1,0,3,3,1,0,0,20,3,17,2,1,2,6,1,0,10,0,-10
891,0,0,-1,1,0,0,0,-1,1,0,2,5,0,0,0,20,4,16,0,0,3,6,1,0,0,0,0
892,0,0,-1,1,0,0,1,-1,2,0,2,3,0,0,0,20,5,15,0,0,3,5,0,0,0,0,0
893,0,1,0,0,1,0,1,1,2,0,2,2,1,0,0,20,6,14,1,3,3,6,0,0,0,0,0
894,0,-1,-1,1,-1,0,-1,-1,2,0,3,3,1,0,0,20,7,13,2,2,3,6,0,0,0,0,0
895,0,1,0,0,1,1,1,1,2,0,2,2,1,0,0,20,8,12,3,1,4,6,0,0,0,0,0
896,0,0,0,0,0,1,1,1,0,0,2,8,0,0,0,20,9,11,0,0,4,6,0,0,0,0,0
897,0,-1,-1,1,-1,-1,1,-1,0,0,3,3,1,0,0,20,10,10,1,3,4,7,0,0,0,0,0
898,0,1,0,0,1,1,3,1,2,0,2,2,1,0,0,20,11,9,2,2,3,7,0,0,0,0,0
899,0,1,1,1,1,1,1,2,0,0,2,2,1,0,0,20,12,8,3,1,4,7,0,0,0,0,0
900,0,0,1,1,0,1,-1,2,-2,0,3,6,0,0,0,20,13,7,0,0,4,6,0,0,0,0,0
901,0,1,2,2,1,3,-1,2,-2,0,2,2,1,0,0,20,14,6,1,3,4,7,0,0,0,0,0
902,0,-1,1,1,-1,1,-1,2,-3,0,3,3,1,0,0,20,15,5,2,2,3,7,0,0,0,0,0
903,0,-1,0,0,-1,-1,-1,0,-1,0,3,3,1,0,0,20,16,4,3,1,4,7,1,0,0,0,0
904,0,0,0,0,0,-1,-1,0,-1,0,2,4,0,0,0,20,17,3,0,0,4,6,1,0,0,10,10
905,0,1,1,1,1,-1,-1,2,-1,0,2,2,1,0,0,20,18,2,1,3,4,6,1,0,0,10,10
906,0,-1,0,0,-1,-1,-2,0,-1,0,3,3,1,0,0,20,19,1,2,2,3,6,1,0,0,10,10
907,0,-1,-1,1,-1,-1,0,-2,1,1,1,1,1,1,1,24,0,0,3,1,3,6,2,10,10,10,0
908,0,0,-1,1,0,-1,0,-2,1,0,2,3,0,0,0,4,1,3,0,0,3,5,2,0,10,10,0
909,0,0,-1,1,0,-2,0,-3,1,0,2,3,0,0,0,4,2,2,0,0,3,6,2,0,10,10,0
910,0,1,0,0,1,0,1,-1,2,0,4,4,1,0,0,4,3,1,1,2,2,6,2,0,10,10,0
911,0,-1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,12,0,0,2,1,3,6,2,10,10,10,0
912,0,0,-1,1,0,0,1,-1,1,0,3,6,0,0,0,8,1,7,0,0,4,5,1,0,10,0,-10
913,0,1,0,0,1,1,1,-1,1,0,2,2,1,0,0,8,2,6,1,3,4,6,1,0,10,0,-10
914,0,1,1,1,1,1,1,1,1,0,2,2,1,0,0,8,3,5,2,2,3,6,1,0,10,0,-10
915,0,-1,0,0,-1,1,0,1,1,0,3,3,1,0,0,8,4,4,3,1,4,6,2,0,0,0,0
916,0,0,0,0,0,1,0,1,3,0,2,3,0,0,0,8,5,3,0,0,3,5,1,0,0,10,10
917,0,1,1,1,1,1,0,2,3,0,2,2,1,0,0,8,6,2,1,1,3,6,1,0,0,10,10
918,0,0,1,1,0,0,0,1,2,0,3,5,0,0,0,8,7,1,0,0,2,6,1,0,0,10,10
919,0,-1,0,0,-1,0,1,1,3,1,1,1,1,1,1,18,0,0,1,1,3,6,1,10,10,10,0
920,0,0,0,0,0,0,3,1,4,0,3,5,0,0,0,10,1,9,0,0,3,5,1,0,10,0,-10
921,0,1,1,1,1,0,3,1,4,0,2,2,1,0,0,10,2,8,1,3,4,5,1,0,10,0,-10
922,0,1,2,2,1,1,2,1,2,0,2,2,1,0,0,10,3,7,2,2,3,5,1,0,10,0,-10
923,0,1,3,3,1,3,2,3,2,0,2,2,1,0,0,10,4,6,3,1,3,5,1,0,0,0,0
924,0,0,3,3,0,3,1,3,1,0,4,5,0,0,0,10,5,5,0,0,3,4,0,0,0,0,0
925,0,0,3,3,0,2,1,2,1,0,2,3,0,0,0,10,6,4,0,0,2,5,1,0,0,0,0
926,0,1,4,4,1,2,0,3,2,0,2,2,1,0,0,10,7,3,1,1,1,5,1,0,0,10,10
927,0,0,4,4,0,1,0,4,2,0,2,3,0,0,0,10,8,2,0,0,2,4,1,0,0,10,10
928,0,0,4,4,0,1,0,4,1,0,2,6,0,0,0,10,9,1,0,0,3,3,1,0,0,10,10
929,0,-1,3,3,-1,0,0,2,1,1,1,1,1,1,1,18,0,0,1,2,2,4,1,10,10,10,0
930,0,1,4,4,1,0,2,2,1,0,4,4,1,0,0,8,1,7,2,1,2,5,1,0,10,0,-10
931,0,0,4,4,0,0,2,1,-1,0,2,3,0,0,0,8,2,6,0,0,3,5,1,0,10,0,-10
932,0,0,4,4,0,0,1,1,0,0,2,3,0,0,0,8,3,5,0,0,3,5,1,0,10,0,-10
933,0,1,5,5,1,2,1,2,0,0,2,2,1,0,0,8,4,4,1,3,3,6,2,0,0,0,0
934,0,1,6,6,1,2,-1,2,-2,0,2,2,1,0,0,8,5,3,2,2,3,6,1,0,0,10,10
935,0,-1,5,5,-1,1,-3,1,-4,0,3,3,1,0,0,8,6,2,3,1,4,6,1,0,0,10,10
936,0,0,5,5,0,1,-1,1,-2,0,3,6,0,0,0,8,7,1,0,0,4,6,1,0,0,10,10
937,0,-1,4,4,-1,-1,-1,1,-2,1,1,1,1,1,1,12,0,0,1,3,4,7,2,10,10,10,0
938,0,-1,3,3,-1,-3,-1,-1,-1,0,3,3,1,0,0,4,1,3,2,2,3,7,2,0,10,10,0
939,0,1,4,4,1,-1,-1,0,-1,0,2,2,1,0,0,4,2,2,3,1,4,7,2,0,10,10,0
940,0,0,4,4,0,-1,-1,0,-3,0,3,4,0,0,0,4,3,1,0,0,4,6,2,0,10,10,0
941,0,-1,3,3,-1,-1,-1,-2,-3,1,1,1,1,1,1,10,0,0,1,3,4,6,2,10,10,10,0
942,0,-1,2,2,-1,-1,0,-4,-1,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,10,0,-10
943,0,1,3,3,1,-1,0,-2,0,0,2,2,1,0,0,6,2,4,3,1,3,6,2,0,10,0,-10
944,0,0,3,3,0,-1,-2,-2,0,0,2,5,0,0,0,6,3,3,0,0,3,5,2,0,10,10,0
945,0,0,3,3,0,0,-2,-1,0,0,3,5,0,0,0,6,4,2,0,0,3,6,2,0,0,10,10
946,0,-1,2,2,-1,0,-1,-1,-1,0,3,3,1,0,0,6,5,1,1,2,2,5,1,0,0,10,10
947,0,-1,1,1,-1,-2,0,-3,0,1,1,1,1,1,1,12,0,0,2,1,3,5,1,10,10,10,0
948,0,0,1,1,0,-2,2,-3,2,0,3,4,0,0,0,6,1,5,0,0,3,4,1,0,10,0,-10
949,0,1,2,2,1,-1,2,-1,2,0,2,2,1,0,0,6,2,4,1,1,3,5,2,0,10,0,-10
950,0,0,2,2,0,0,0,0,0,0,3,4,0,0,0,6,3,3,0,0,2,5,2,0,10,10,0
951,0,1,3,3,1,2,0,0,1,0,2,2,1,0,0,6,4,2,1,1,3,5,2,0,0,10,10
952,0,0,3,3,0,2,0,0,1,0,3,5,0,0,0,6,5,1,0,0,2,4,1,0,0,10,10
953,0,-1,2,2,-1,0,0,-1,1,1,1,1,1,1,1,20,0,0,1,1,3,5,1,10,10,10,0
954,0,0,2,2,0,0,0,0,2,0,3,4,0,0,0,14,1,13,0,0,2,5,1,0,10,0,-10
955,0,1,3,3,1,0,1,2,1,0,2,2,1,0,0,14,2,12,1,1,3,6,1,0,10,0,-10
956,0,0,3,3,0,0,1,2,0,0,2,3,0,0,0,14,3,11,0,0,3,5,1,0,10,0,-10
957,0,-1,2,2,-1,0,1,0,0,0,3,3,1,0,0,14,4,10,1,3,4,5,2,0,0,0,0
958,0,1,3,3,1,1,2,1,2,0,2,2,1,0,0,14,5,9,2,2,3,5,1,0,0,5,5
959,0,1,4,4,1,1,0,1,2,0,2,2,1,0,0,14,6,8,3,1,3,5,1,0,0,5,5
960,0,0,4,4,0,1,-1,1,0,0,3,8,0,0,0,14,7,7,0,0,3,4,1,0,0,5,5
961,0,0,4,4,0,2,-1,2,0,0,1,2,0,1,2,14,8,6,0,0,2,5,1,5,5,5,0
962,0,-1,3,3,-1,0,0,1,-1,0,3,3,1,0,0,14,9,5,1,1,1,5,1,0,5,0,-5
963,0,0,3,3,0,-1,2,0,-1,0,2,3,0,0,0,14,10,4,0,0,2,5,2,0,5,0,-5
964,0,0,3,3,0,-1,1,0,-2,0,2,3,0,0,0,14,11,3,0,0,3,4,2,0,5,10,5
965,0,1,4,4,1,0,1,2,-2,0,2,2,1,0,0,14,12,2,1,3,3,5,2,0,0,10,10
966,0,1,5,5,1,2,-1,2,-2,0,4,4,1,0,0,14,13,1,2,2,3,6,1,0,0,10,10
967,0,-1,4,4,-1,1,-3,0,-2,1,1,1,1,1,1,18,0,0,3,1,4,6,2,10,10,10,0
968,0,0,4,4,0,1,-3,0,-1,0,2,5,0,0,0,4,1,3,0,0,4,6,2,0,10,10,0
969,0,-1,3,3,-1,-1,-3,-1,-1,0,3,3,1,0,0,4,2,2,1,3,4,7,2,0,10,10,0
970,0,-1,2,2,-1,-3,-1,-1,-1,0,3,3,1,0,0,4,3,1,2,2,3,7,2,0,10,10,0
971,0,-1,1,1,-1,-3,1,-2,-1,1,1,1,1,1,1,10,0,0,3,1,4,6,2,10,10,10,0
972,0,0,1,1,0,-3,2,-2,1,0,2,7,0,0,0,6,1,5,0,0,4,5,1,0,10,0,-10
973,0,1,2,2,1,-1,2,-2,1,0,2,2,1,0,0,6,2,4,1,2,3,6,2,0,10,0,-10
974,0,1,3,3,1,1,0,-2,0,0,2,2,1,0,0,6,3,3,2,1,2,6,2,0,10,10,0
975,0,0,3,3,0,2,-2,-1,0,0,3,4,0,0,0,6,4,2,0,0,3,6,2,0,0,10,10
976,0,0,3,3,0,2,-1,-1,-1,0,2,5,0,0,0,6,5,1,0,0,3,5,1,0,0,10,10
977,0,-1,2,2,-1,0,-1,-1,-1,1,1,1,1,1,1,12,0,0,1,3,3,5,1,10,10,10,0
978,0,-1,1,1,-1,-2,0,-1,1,0,3,3,1,0,0,6,1,5,2,2,3,5,1,0,10,0,-10
979,0,1,2,2,1,-1,2,1,1,0,2,2,1,0,0,6,2,4,3,1,3,5,2,0,10,0,-10
980,0,0,2,2,0,-1,0,1,-1,0,3,5,0,0,0,6,3,3,0,0,3,5,2,0,10,10,0
981,0,0,2,2,0,0,0,0,-1,0,2,3,0,0,0,6,4,2,0,0,3,6,2,0,0,10,10
982,0,1,3,3,1,2,1,0,0,0,2,2,1,0,0,6,5,1,1,2,2,6,1,0,0,10,10
983,0,-1,2,2,-1,0,-1,-1,-1,1,1,1,1,1,1,14,0,0,2,1,3,6,1,10,10,10,0
984,0,0,2,2,0,0,-1,-1,-1,0,3,5,0,0,0,8,1,7,0,0,4,5,1,0,10,0,-10
985,0,1,3,3,1,1,-1,1,-1,0,2,2,1,0,0,8,2,6,1,3,4,6,1,0,10,0,-10
986,0,-1,2,2,-1,-1,-1,1,-1,0,3,3,1,0,0,8,3,5,2,2,3,6,1,0,10,0,-10
987,0,-1,1,1,-1,-1,0,-1,-1,0,3,3,1,0,0,8,4,4,3,1,4,6,2,0,0,0,0
988,0,0,1,1,0,-1,0,-1,1,0,3,4,0,0,0,8,5,3,0,0,3,5,1,0,0,10,10
989,0,1,2,2,1,-1,0,0,1,0,2,2,1,0,0,8,6,2,1,1,3,6,1,0,0,10,10
990,0,0,2,2,0,0,0,-1,-1,0,4,5,0,0,0,8,7,1,0,0,2,6,1,0,0,10,10
991,0,-1,1,1,-1,0,-1,-1,0,1,1,1,1,1,1,14,0,0,1,1,3,6,1,10,10,10,0
992,0,0,1,1,0,0,1,-1,1,0,2,6,0,0,0,6,1,5,0,0,3,5,1,0,10,0,-10
993,0,1,2,2,1,0,1,-1,1,0,2,2,1,0,0,6,2,4,1,3,4,6,2,0,10,0,-10
994,0,-1,1,1,-1,-1,-1,-1,-1,0,3,3,1,0,0,6,3,3,2,2,3,6,2,0,10,10,0
995,0,1,2,2,1,1,1,1,-1,0,2,2,1,0,0,6,4,2,3,1,4,6,2,0,0,10,10
996,0,0,2,2,0,1,0,1,-1,0,3,4,0,0,0,6,5,1,0,0,4,5,1,0,0,10,10
997,0,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,18,0,0,1,2,3,6,1,10,10,10,0
998,0,1,2,2,1,1,0,0,-1,0,2,2,1,0,0,12,1,11,2,1,2,6,1,0,10,0,-10
999,0,0,2,2,0,0,-2,1,-1,0,2,4,0,0,0,12,2,10,0,0,3,6,1,0,10,0,-10
1000,0,0,2,2,0,0,-1,1,0,0,2,6,0,0,0,12,3,9,0,0,3,5,1,0,10,0,-10
1001,0,-1,1,1,-1,0,-1,-1,0,0,3,3,1,0,0,12,4,8,1,3,3,6,1,0,0,0,0
1002,0,-1,0,0,-1,-2,-1,-1,0,0,3,3,1,0,0,12,5,7,2,2,3,6,0,0,0,0,0
1003,0,1,1,1,1,-1,1,-1,0,0,2,2,1,0,0,12,6,6,3,1,4,6,0,0,0,0,0
1004,0,0,1,1,0,-1,1,-1,0,0,2,3,0,0,0,12,7,5,0,0,4,6,0,0,0,0,0
1005,0,-1,0,0,-1,-1,1,-1,0,0,3,3,1,0,0,12,8,4,1,3,4,7,1,0,0,0,0
1006,0,1,1,1,1,1,1,-1,0,0,2,2,1,0,0,12,9,3,2,2,3,7,1,0,0,10,10
1007,0,1,2,2,1,1,-1,0,-1,0,2,2,1,0,0,12,10,2,3,1,4,7,1,0,0,10,10
1008,0,0,2,2,0,1,-1,0,-3,0,3,7,0,0,0,12,11,1,0,0,4,6,1,0,0,10,10
1009,0,-1,1,1,-1,1,-1,0,-3,1,1,1,1,1,1,16,0,0,1,3,4,7,2,10,10,10,0
1010,0,-1,0,0,-1,-1,-1,0,-2,0,3,3,1,0,0,4,1,3,2,2,3,6,2,0,10,10,0
1011,0,1,1,1,1,-1,0,0,0,0,2,2,1,0,0,4,2,2,3,1,4,6,2,0,10,10,0
1012,0,0,1,1,0,-1,-2,0,-2,0,3,4,0,0,0,4,3,1,0,0,3,5,2,0,10,10,0
1013,0,-1,0,0,-1,-1,-2,0,-2,1,1,1,1,1,1,10,0,0,1,1,3,5,2,10,10,10,0
1014,0,0,0,0,0,0,-1,-1,-2,0,3,4,0,0,0,6,1,5,0,0,2,5,1,0,10,0,-10
1015,0,-1,-1,1,-1,-2,0,-3,-3,0,3,3,1,0,0,6,2,4,1,1,2,5,2,0,10,0,-10
1016,0,0,-1,1,0,-2,0,-3,-3,0,2,4,0,0,0,6,3,3,0,0,2,4,2,0,10,10,0
1017,0,0,-1,1,0,-1,0,-2,-3,0,2,3,0,0,0,6,4,2,0,0,3,5,3,0,0,10,10
1018,0,1,0,0,1,0,-1,0,-3,0,2,2,1,0,0,6,5,1,1,2,2,5,2,0,0,20,20
1019,0,-1,-1,1,-1,0,-3,-2,-4,1,1,1,1,1,1,8,0,0,2,1,3,6,2,10,10,20,10
1020,0,0,-1,1,0,0,-3,-2,-2,0,4,5,0,0,0,2,1,1,0,0,4,5,3,0,10,10,0
1021,0,-1,-2,2,-1,-1,-3,-2,-2,1,1,1,1,1,1,12,0,0,1,3,4,5,3,10,20,12,-8
1022,0,-1,-3,3,-1,-3,-2,-3,-1,0,3,3,1,0,0,10,1,9,2,2,3,5,3,0,20,2,-18
1023,0,-1,-4,4,-1,-3,-1,-3,-1,0,3,3,1,0,0,10,2,8,3,1,3,5,3,0,10,2,-8
1024,0,0,-4,4,0,-3,1,-3,-1,0,1,10,0,1,10,10,3,7,0,0,2,4,2,2,12,2,-10
1025,0,0,-4,4,0,-2,1,-3,-1,0,2,3,0,0,0,10,4,6,0,0,2,4,2,0,2,0,-2
1026,0,0,-4,4,0,-1,1,-4,-2,0,3,5,0,0,0,10,5,5,0,0,1,4,1,0,2,0,-2
1027,0,1,-3,3,1,1,0,-2,-3,0,2,2,1,0,0,10,6,4,1,1,1,4,2,0,2,0,-2
1028,0,0,-3,3,0,1,-2,-2,-4,0,2,3,0,0,0,10,7,3,0,0,2,3,2,0,0,11,11
1029,0,0,-3,3,0,1,-2,-1,-4,0,2,4,0,0,0,10,8,2,0,0,3,4,2,0,0,11,11
1030,0,-1,-4,4,-1,0,-3,-1,-3,0,3,3,1,0,0,10,9,1,1,2,2,5,2,0,0,22,22
1031,0,-1,-5,5,-1,-2,-3,-1,-3,1,1,1,1,1,1,12,0,0,2,1,3,5,2,11,11,22,11
1032,0,0,-5,5,0,-2,-2,-1,-3,0,3,5,0,0,0,2,1,1,0,0,4,4,2,0,11,11,0
1033,0,-1,-6,6,-1,-3,-2,-2,-3,1,1,1,1,1,1,8,0,0,1,2,3,5,2,11,22,11,-11
1034,0,-1,-7,7,-1,-3,0,-3,-1,0,3,3,1,0,0,6,1,5,2,1,2,6,2,0,22,0,-22
1035,0,0,-7,7,0,-2,0,-4,1,0,3,4,0,0,0,6,2,4,0,0,3,6,3,0,11,0,-11
1036,0,0,-7,7,0,-2,-1,-4,2,0,3,4,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1037,0,1,-6,6,1,0,-1,-3,2,0,2,2,1,0,0,6,4,2,1,3,3,6,2,0,0,11,11
1038,0,-1,-7,7,-1,0,-1,-3,0,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1039,0,-1,-8,8,-1,-1,1,-3,2,1,1,1,1,1,1,16,0,0,3,1,4,6,1,11,11,11,0
1040,0,0,-8,8,0,-1,3,-3,4,0,3,6,0,0,0,10,1,9,0,0,4,6,1,0,11,0,-11
1041,0,1,-7,7,1,-1,3,-1,4,0,2,2,1,0,0,10,2,8,1,3,4,7,1,0,11,0,-11
1042,0,1,-6,6,1,1,1,1,2,0,2,2,1,0,0,10,3,7,2,2,3,7,1,0,11,0,-11
1043,0,1,-5,5,1,3,1,2,1,0,2,2,1,0,0,10,4,6,3,1,4,7,1,0,0,0,0
1044,0,0,-5,5,0,3,1,2,-1,0,3,5,0,0,0,10,5,5,0,0,4,6,0,0,0,0,0
1045,0,-1,-6,6,-1,1,1,0,-1,0,3,3,1,0,0,10,6,4,1,3,4,7,1,0,0,0,0
1046,0,1,-5,5,1,1,1,2,0,0,2,2,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1047,0,1,-4,4,1,1,0,4,-2,0,2,2,1,0,0,10,8,2,3,1,4,6,2,0,0,11,11
1048,0,0,-4,4,0,1,-2,4,-2,0,2,4,0,0,0,10,9,1,0,0,3,5,2,0,0,22,22
1049,0,-1,-5,5,-1,1,-2,2,-2,1,1,1,1,1,1,12,0,0,1,1,3,5,2,11,11,22,11
1050,0,0,-5,5,0,0,-1,1,0,0,4,5,0,0,0,2,1,1,0,0,2,5,2,0,11,11,0
1051,0,-1,-6,6,-1,-2,-2,-1,0,1,1,1,1,1,1,12,0,0,1,1,2,5,2,11,22,11,-11
1052,0,0,-6,6,0,-2,0,-1,2,0,2,3,0,0,0,10,1,9,0,0,2,4,2,0,22,0,-22
1053,0,0,-6,6,0,-1,0,0,2,0,2,5,0,0,0,10,2,8,0,0,3,5,2,0,11,0,-11
1054,0,-1,-7,7,-1,-2,1,-2,1,0,3,3,1,0,0,10,3,7,1,2,2,4,1,0,11,0,-11
1055,0,1,-6,6,1,0,2,-2,2,0,2,2,1,0,0,10,4,6,2,1,3,5,1,0,0,0,0
1056,0,0,-6,6,0,0,2,-2,0,0,3,7,0,0,0,10,5,5,0,0,3,4,0,0,0,0,0
1057,0,1,-5,5,1,1,2,0,0,0,2,2,1,0,0,10,6,4,1,1,3,5,1,0,0,0,0
1058,0,0,-5,5,0,2,0,0,-2,0,2,3,0,0,0,10,7,3,0,0,2,5,1,0,0,11,11
1059,0,1,-4,4,1,2,0,2,-3,0,2,2,1,0,0,10,8,2,1,1,3,5,2,0,0,11,11
1060,0,0,-4,4,0,2,-2,2,-3,0,3,4,0,0,0,10,9,1,0,0,2,4,2,0,0,22,22
1061,0,-1,-5,5,-1,0,-2,1,-3,1,1,1,1,1,1,12,0,0,1,1,3,5,2,11,11,22,11
1062,0,0,-5,5,0,0,-2,2,-3,0,3,4,0,0,0,2,1,1,0,0,2,5,2,0,11,11,0
1063,0,-1,-6,6,-1,-2,-3,0,-4,1,1,1,1,1,1,8,0,0,1,1,3,6,2,11,22,11,-11
1064,0,0,-6,6,0,-2,-1,0,-3,0,3,5,0,0,0,6,1,5,0,0,3,5,2,0,22,0,-22
1065,0,-1,-7,7,-1,-2,-1,-2,-3,0,3,3,1,0,0,6,2,4,1,3,4,6,3,0,11,0,-11
1066,0,-1,-8,8,-1,-3,-1,-3,-1,0,3,3,1,0,0,6,3,3,2,2,3,6,2,0,11,11,0
1067,0,1,-7,7,1,-1,-1,-3,-1,0,2,2,1,0,0,6,4,2,3,1,4,6,2,0,0,11,11
1068,0,0,-7,7,0,-1,-2,-3,-2,0,3,4,0,0,0,6,5,1,0,0,4,5,1,0,0,11,11
1069,0,-1,-8,8,-1,-1,-2,-3,-2,1,1,1,1,1,1,24,0,0,1,2,3,6,1,11,11,11,0
1070,0,-1,-9,9,-1,-1,0,-4,0,0,3,3,1,0,0,18,1,17,2,1,2,6,1,0,11,0,-11
1071,0,0,-9,9,0,-2,0,-3,1,0,3,4,0,0,0,18,2,16,0,0,3,5,1,0,11,0,-11
1072,0,0,-9,9,0,-2,0,-3,2,0,2,5,0,0,0,18,3,15,0,0,3,4,1,0,11,0,-11
1073,0,1,-8,8,1,0,0,-1,2,0,2,2,1,0,0,18,4,14,1,2,2,5,1,0,0,0,0
1074,0,-1,-9,9,-1,0,0,-1,2,0,3,3,1,0,0,18,5,13,2,1,2,4,0,0,0,0,0
