n,H_negative,mu,mertens,abs_mertens,mertens_d1,mertens_back4,mertens_forward4,mertens_back8,mertens_forward8,is_prime,omega,bigomega,is_squarefree,is_prime_power,prime_power_exponent,prime_gap,distance_prev_prime,distance_next_prime,squarefree_run_left,squarefree_run_right,squarefree_count_5,squarefree_count_9,prime_power_count_9,psi_bit_mass_d1,psi_bit_mass_back4,psi_bit_mass_forward4,psi_bit_curvature4
1762,0,1,-10,10,1,1,3,1,4,0,2,2,1,0,0,18,3,15,2,2,3,7,1,0,11,0,-11
1763,0,1,-9,9,1,3,3,2,4,0,2,2,1,0,0,18,4,14,3,1,4,7,1,0,0,0,0
1764,0,0,-9,9,0,3,1,2,2,0,3,6,0,0,0,18,5,13,0,0,4,6,0,0,0,0,0
1765,0,1,-8,8,1,3,1,2,2,0,2,2,1,0,0,18,6,12,1,3,4,7,0,0,0,0,0
1766,0,1,-7,7,1,3,1,4,1,0,2,2,1,0,0,18,7,11,2,2,3,7,0,0,0,0,0
1767,0,-1,-8,8,-1,1,1,4,1,0,3,3,1,0,0,18,8,10,3,1,4,7,0,0,0,0,0
1768,0,0,-8,8,0,1,1,4,2,0,3,5,0,0,0,18,9,9,0,0,4,6,0,0,0,0,0
1769,0,1,-7,7,1,1,1,4,2,0,2,2,1,0,0,18,10,8,1,3,4,6,0,0,0,0,0
1770,0,1,-6,6,1,1,0,4,0,0,4,4,1,0,0,18,11,7,2,2,3,6,0,0,0,0,0
1771,0,-1,-7,7,-1,1,0,2,-2,0,3,3,1,0,0,18,12,6,3,1,3,5,0,0,0,0,0
1772,0,0,-7,7,0,1,1,2,0,0,2,3,0,0,0,18,13,5,0,0,3,4,0,0,0,0,0
1773,0,0,-7,7,0,0,1,1,0,0,2,3,0,0,0,18,14,4,0,0,2,5,1,0,0,0,0
1774,0,1,-6,6,1,0,0,1,1,0,2,2,1,0,0,18,15,3,1,1,1,5,1,0,0,11,11
1775,0,0,-6,6,0,1,-2,2,0,0,2,3,0,0,0,18,16,2,0,0,2,5,1,0,0,11,11
1776,0,0,-6,6,0,1,-1,2,-1,0,3,6,0,0,0,18,17,1,0,0,3,4,1,0,0,11,11
1777,0,-1,-7,7,-1,0,-1,0,-1,1,1,1,1,1,1,24,0,0,1,3,3,5,1,11,11,11,0
1778,0,-1,-8,8,-1,-2,1,-2,1,0,3,3,1,0,0,6,1,5,2,2,3,5,1,0,11,0,-11
1779,0,1,-7,7,1,-1,2,0,1,0,2,2,1,0,0,6,2,4,3,1,4,5,2,0,11,0,-11
1780,0,0,-7,7,0,-1,0,0,-1,0,3,4,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1781,0,1,-6,6,1,1,0,1,-1,0,2,2,1,0,0,6,4,2,1,1,3,6,2,0,0,11,11
1782,0,0,-6,6,0,2,0,0,-3,0,3,6,0,0,0,6,5,1,0,0,2,6,1,0,0,11,11
1783,0,-1,-7,7,-1,0,-1,-1,-4,1,1,1,1,1,1,10,0,0,1,1,3,6,2,11,11,11,0
1784,0,0,-7,7,0,0,-1,-1,-3,0,2,4,0,0,0,4,1,3,0,0,3,5,2,0,11,11,0
1785,0,1,-6,6,1,0,-1,1,-3,0,4,4,1,0,0,4,2,2,1,3,4,6,3,0,11,11,0
1786,0,-1,-7,7,-1,-1,-3,1,-3,0,3,3,1,0,0,4,3,1,2,2,3,6,3,0,11,22,11
1787,0,-1,-8,8,-1,-1,-3,-1,-1,1,1,1,1,1,1,6,0,0,3,1,4,6,3,11,11,22,11
1788,0,0,-8,8,0,-1,-2,-1,1,0,3,4,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1789,0,-1,-9,9,-1,-3,-2,-3,1,1,1,1,1,1,1,14,0,0,1,2,3,6,2,11,22,11,-11
1790,0,-1,-10,10,-1,-3,0,-4,3,0,3,3,1,0,0,12,1,11,2,1,2,6,2,0,22,0,-22
1791,0,0,-10,10,0,-2,2,-3,3,0,2,3,0,0,0,12,2,10,0,0,3,6,2,0,11,0,-11
1792,0,0,-10,10,0,-2,3,-3,4,0,2,9,0,0,0,12,3,9,0,0,3,5,1,0,11,0,-11
1793,0,1,-9,9,1,0,3,-3,4,0,2,2,1,0,0,12,4,8,1,3,3,6,1,0,0,0,0
1794,0,1,-8,8,1,2,3,-1,2,0,4,4,1,0,0,12,5,7,2,2,3,6,0,0,0,0,0
1795,0,1,-7,7,1,3,1,1,0,0,2,2,1,0,0,12,6,6,3,1,4,6,0,0,0,0,0
1796,0,0,-7,7,0,3,1,1,0,0,2,3,0,0,0,12,7,5,0,0,4,6,0,0,0,0,0
1797,0,1,-6,6,1,3,1,3,0,0,2,2,1,0,0,12,8,4,1,3,4,7,1,0,0,0,0
1798,0,-1,-7,7,-1,1,-1,3,-1,0,3,3,1,0,0,12,9,3,2,2,3,7,1,0,0,11,11
1799,0,1,-6,6,1,1,-1,4,1,0,2,2,1,0,0,12,10,2,3,1,4,7,1,0,0,11,11
1800,0,0,-6,6,0,1,-1,4,1,0,3,7,0,0,0,12,11,1,0,0,4,6,1,0,0,11,11
1801,0,-1,-7,7,-1,-1,-1,2,1,1,1,1,1,1,1,22,0,0,1,3,4,6,1,11,11,11,0
1802,0,-1,-8,8,-1,-1,0,0,2,0,3,3,1,0,0,10,1,9,2,2,3,6,1,0,11,0,-11
1803,0,1,-7,7,1,-1,2,0,2,0,2,2,1,0,0,10,2,8,3,1,3,6,1,0,11,0,-11
1804,0,0,-7,7,0,-1,2,0,0,0,3,4,0,0,0,10,3,7,0,0,3,5,1,0,11,0,-11
1805,0,0,-7,7,0,0,2,-1,0,0,2,3,0,0,0,10,4,6,0,0,3,5,1,0,0,0,0
1806,0,1,-6,6,1,2,2,1,0,0,4,4,1,0,0,10,5,5,1,2,2,5,0,0,0,0,0
1807,0,1,-5,5,1,2,0,1,0,0,2,2,1,0,0,10,6,4,2,1,2,5,1,0,0,0,0
1808,0,0,-5,5,0,2,-2,1,-1,0,2,5,0,0,0,10,7,3,0,0,3,4,1,0,0,11,11
1809,0,0,-5,5,0,2,-2,2,-1,0,2,4,0,0,0,10,8,2,0,0,3,4,1,0,0,11,11
1810,0,-1,-6,6,-1,0,-2,2,0,0,3,3,1,0,0,10,9,1,1,2,2,5,1,0,0,11,11
1811,0,-1,-7,7,-1,-2,0,0,1,1,1,1,1,1,1,22,0,0,2,1,2,4,1,11,11,11,0
1812,0,0,-7,7,0,-2,1,0,3,0,3,4,0,0,0,12,1,11,0,0,3,3,1,0,11,0,-11
1813,0,0,-7,7,0,-2,1,0,3,0,2,3,0,0,0,12,2,10,0,0,2,4,1,0,11,0,-11
1814,0,1,-6,6,1,0,2,0,4,0,2,2,1,0,0,12,3,9,1,1,1,4,1,0,11,0,-11
1815,0,0,-6,6,0,1,1,-1,4,0,3,4,0,0,0,12,4,8,0,0,2,4,1,0,0,0,0
1816,0,0,-6,6,0,1,2,-1,3,0,2,4,0,0,0,12,5,7,0,0,2,3,0,0,0,0,0
1817,0,1,-5,5,1,2,2,0,3,0,2,2,1,0,0,12,6,6,1,1,2,4,0,0,0,0,0
1818,0,0,-5,5,0,1,2,1,2,0,3,4,0,0,0,12,7,5,0,0,2,5,0,0,0,0,0
1819,0,1,-4,4,1,2,3,3,1,0,2,2,1,0,0,12,8,4,1,1,3,5,1,0,0,0,0
1820,0,0,-4,4,0,2,1,3,0,0,4,5,0,0,0,12,9,3,0,0,3,5,1,0,0,11,11
1821,0,1,-3,3,1,2,1,4,0,0,2,2,1,0,0,12,10,2,1,3,4,5,1,0,0,11,11
1822,0,1,-2,2,1,3,0,4,0,0,2,2,1,0,0,12,11,1,2,2,3,5,1,0,0,11,11
1823,0,-1,-3,3,-1,1,-2,3,0,1,1,1,1,1,1,20,0,0,3,1,3,5,1,11,11,11,0
1824,0,0,-3,3,0,1,-1,3,0,0,3,7,0,0,0,8,1,7,0,0,3,4,1,0,11,0,-11
1825,0,0,-3,3,0,0,-1,2,0,0,2,3,0,0,0,8,2,6,0,0,2,5,1,0,11,0,-11
1826,0,-1,-4,4,-1,-2,0,1,-1,0,3,3,1,0,0,8,3,5,1,1,1,5,1,0,11,0,-11
1827,0,0,-4,4,0,-1,2,0,-1,0,3,4,0,0,0,8,4,4,0,0,2,5,2,0,0,0,0
1828,0,0,-4,4,0,-1,1,0,0,0,2,3,0,0,0,8,5,3,0,0,3,4,1,0,0,11,11
1829,0,1,-3,3,1,0,1,0,0,0,2,2,1,0,0,8,6,2,1,3,3,5,1,0,0,11,11
1830,0,1,-2,2,1,2,-1,0,0,0,4,4,1,0,0,8,7,1,2,2,3,6,1,0,0,11,11
1831,0,-1,-3,3,-1,1,-3,0,0,1,1,1,1,1,1,24,0,0,3,1,4,6,1,11,11,11,0
1832,0,0,-3,3,0,1,-1,0,2,0,2,4,0,0,0,16,1,15,0,0,4,6,1,0,11,0,-11
1833,0,-1,-4,4,-1,-1,-1,-1,2,0,3,3,1,0,0,16,2,14,1,3,4,7,1,0,11,0,-11
1834,0,-1,-5,5,-1,-3,1,-1,4,0,3,3,1,0,0,16,3,13,2,2,3,7,1,0,11,0,-11
1835,0,1,-4,4,1,-1,3,0,4,0,2,2,1,0,0,16,4,12,3,1,4,7,1,0,0,0,0
1836,0,0,-4,4,0,-1,3,0,4,0,3,6,0,0,0,16,5,11,0,0,4,6,0,0,0,0,0
1837,0,1,-3,3,1,1,3,0,4,0,2,2,1,0,0,16,6,10,1,3,4,7,0,0,0,0,0
1838,0,1,-2,2,1,3,3,0,3,0,2,2,1,0,0,16,7,9,2,2,3,7,0,0,0,0,0
1839,0,1,-1,1,1,3,1,2,1,0,2,2,1,0,0,16,8,8,3,1,4,7,0,0,0,0,0
1840,0,0,-1,1,0,3,1,2,-1,0,3,6,0,0,0,16,9,7,0,0,4,6,0,0,0,0,0
1841,0,1,0,0,1,3,1,4,-1,0,2,2,1,0,0,16,10,6,1,3,4,6,0,0,0,0,0
1842,0,-1,-1,1,-1,1,0,4,-2,0,3,3,1,0,0,16,11,5,2,2,3,6,0,0,0,0,0
1843,0,1,0,0,1,1,0,4,-1,0,2,2,1,0,0,16,12,4,3,1,3,6,1,0,0,0,0
1844,0,0,0,0,0,1,-2,4,-1,0,2,3,0,0,0,16,13,3,0,0,3,5,1,0,0,11,11
1845,0,0,0,0,0,0,-2,3,-1,0,3,4,0,0,0,16,14,2,0,0,3,5,2,0,0,11,11
1846,0,-1,-1,1,-1,0,-2,1,0,0,3,3,1,0,0,16,15,1,1,2,2,4,2,0,0,17,17
1847,0,-1,-2,2,-1,-2,-1,-1,1,1,1,1,1,1,1,30,0,0,2,1,2,4,2,11,11,17,6
1848,0,0,-2,2,0,-2,1,-1,1,0,4,6,0,0,0,14,1,13,0,0,2,3,2,0,11,6,-5
1849,0,0,-2,2,0,-2,1,-2,1,0,1,2,0,1,2,14,2,12,0,0,2,4,2,6,17,6,-11
1850,0,0,-2,2,0,-1,2,-1,2,0,3,4,0,0,0,14,3,11,0,0,1,4,2,0,17,0,-17
1851,0,1,-1,1,1,1,2,-1,3,0,2,2,1,0,0,14,4,10,1,1,2,4,2,0,6,0,-6
1852,0,0,-1,1,0,1,0,-1,2,0,2,3,0,0,0,14,5,9,0,0,2,3,1,0,6,0,-6
1853,0,1,0,0,1,2,0,0,2,0,2,2,1,0,0,14,6,8,1,1,3,4,1,0,0,0,0
1854,0,0,0,0,0,2,0,1,0,0,3,4,0,0,0,14,7,7,0,0,2,5,0,0,0,0,0
1855,0,-1,-1,1,-1,0,1,1,0,0,3,3,1,0,0,14,8,6,1,1,3,5,0,0,0,0,0
1856,0,0,-1,1,0,0,2,1,1,0,2,7,0,0,0,14,9,5,0,0,3,4,0,0,0,0,0
1857,0,1,0,0,1,0,2,2,1,0,2,2,1,0,0,14,10,4,1,2,3,5,1,0,0,0,0
1858,0,1,1,1,1,1,0,3,1,0,2,2,1,0,0,14,11,3,2,1,2,4,1,0,0,11,11
1859,0,0,1,1,0,2,-1,2,-1,0,2,3,0,0,0,14,12,2,0,0,3,4,1,0,0,11,11
1860,0,0,1,1,0,2,-1,2,-2,0,4,5,0,0,0,14,13,1,0,0,2,3,1,0,0,11,11
1861,0,-1,0,0,-1,0,-1,0,-2,1,1,1,1,1,1,20,0,0,1,1,1,4,1,11,11,11,0
1862,0,0,0,0,0,-1,1,0,-2,0,3,4,0,0,0,6,1,5,0,0,1,4,1,0,11,0,-11
1863,0,0,0,0,0,-1,0,1,-1,0,2,5,0,0,0,6,2,4,0,0,2,4,2,0,11,0,-11
1864,0,0,0,0,0,-1,-1,1,-2,0,2,4,0,0,0,6,3,3,0,0,2,4,2,0,11,11,0
1865,0,1,1,1,1,1,-1,1,-2,0,2,2,1,0,0,6,4,2,1,3,3,5,2,0,0,11,11
1866,0,-1,0,0,-1,0,-3,-1,-4,0,3,3,1,0,0,6,5,1,2,2,3,5,1,0,0,11,11
1867,0,-1,-1,1,-1,-1,-1,-2,-2,1,1,1,1,1,1,10,0,0,3,1,4,6,2,11,11,11,0
1868,0,0,-1,1,0,-1,-1,-2,-1,0,2,3,0,0,0,4,1,3,0,0,4,6,2,0,11,11,0
1869,0,-1,-2,2,-1,-3,-1,-2,-1,0,3,3,1,0,0,4,2,2,1,3,4,7,3,0,11,11,0
1870,0,1,-1,1,1,-1,-1,-1,-1,0,4,4,1,0,0,4,3,1,2,2,3,7,3,0,11,22,11
1871,0,-1,-2,2,-1,-1,-1,-2,-3,1,1,1,1,1,1,6,0,0,3,1,4,6,3,11,11,22,11
1872,0,0,-2,2,0,-1,0,-2,-3,0,3,7,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1873,0,-1,-3,3,-1,-1,0,-4,-3,1,1,1,1,1,1,6,0,0,1,2,3,6,3,11,22,11,-11
1874,0,1,-2,2,1,-1,0,-2,-2,0,2,2,1,0,0,4,1,3,2,1,2,6,3,0,22,11,-11
1875,0,0,-2,2,0,0,-2,-1,-2,0,2,5,0,0,0,4,2,2,0,0,3,6,4,0,11,11,0
1876,0,0,-2,2,0,0,-3,-1,-1,0,3,4,0,0,0,4,3,1,0,0,3,5,3,0,11,22,11
1877,0,-1,-3,3,-1,0,-3,-1,-1,1,1,1,1,1,1,6,0,0,1,3,3,5,3,11,11,22,11
1878,0,-1,-4,4,-1,-2,-2,-3,-1,0,3,3,1,0,0,2,1,1,2,2,3,5,2,0,11,11,0
1879,0,-1,-5,5,-1,-3,0,-3,-1,1,1,1,1,1,1,12,0,0,3,1,3,5,2,11,22,11,-11
1880,0,0,-5,5,0,-3,2,-3,-1,0,3,5,0,0,0,10,1,9,0,0,3,5,2,0,22,0,-22
1881,0,0,-5,5,0,-2,2,-2,-1,0,3,4,0,0,0,10,2,8,0,0,3,6,2,0,11,0,-11
1882,0,1,-4,4,1,0,1,-2,-2,0,2,2,1,0,0,10,3,7,1,2,2,6,1,0,11,0,-11
1883,0,1,-3,3,1,2,-1,-1,-3,0,2,2,1,0,0,10,4,6,2,1,3,6,1,0,0,0,0
1884,0,0,-3,3,0,2,-3,-1,-3,0,3,4,0,0,0,10,5,5,0,0,4,5,0,0,0,0,0
1885,0,-1,-4,4,-1,1,-3,-1,-3,0,3,3,1,0,0,10,6,4,1,3,4,6,1,0,0,0,0
1886,0,-1,-5,5,-1,-1,-3,-1,-1,0,3,3,1,0,0,10,7,3,2,2,3,6,1,0,0,11,11
1887,0,-1,-6,6,-1,-3,-2,-1,1,0,3,3,1,0,0,10,8,2,3,1,4,6,1,0,0,11,11
1888,0,0,-6,6,0,-3,0,-1,3,0,2,6,0,0,0,10,9,1,0,0,3,5,1,0,0,11,11
1889,0,-1,-7,7,-1,-3,0,-2,3,1,1,1,1,1,1,22,0,0,1,1,3,6,1,11,11,11,0
1890,0,0,-7,7,0,-2,2,-3,5,0,4,6,0,0,0,12,1,11,0,0,2,6,1,0,11,0,-11
1891,0,1,-6,6,1,0,3,-3,4,0,2,2,1,0,0,12,2,10,1,1,3,6,1,0,11,0,-11
1892,0,0,-6,6,0,0,3,-3,3,0,3,4,0,0,0,12,3,9,0,0,3,5,1,0,11,0,-11
1893,0,1,-5,5,1,2,3,-1,3,0,2,2,1,0,0,12,4,8,1,3,4,6,1,0,0,0,0
1894,0,1,-4,4,1,3,3,1,1,0,2,2,1,0,0,12,5,7,2,2,3,6,0,0,0,0,0
1895,0,1,-3,3,1,3,1,3,-1,0,2,2,1,0,0,12,6,6,3,1,4,6,0,0,0,0,0
1896,0,0,-3,3,0,3,0,3,-1,0,3,5,0,0,0,12,7,5,0,0,4,5,0,0,0,0,0
1897,0,1,-2,2,1,3,0,5,-1,0,2,2,1,0,0,12,8,4,1,2,3,6,1,0,0,0,0
1898,0,-1,-3,3,-1,1,-2,4,-3,0,3,3,1,0,0,12,9,3,2,1,2,6,1,0,0,11,11
1899,0,0,-3,3,0,0,-2,3,-1,0,2,3,0,0,0,12,10,2,0,0,3,6,1,0,0,11,11
1900,0,0,-3,3,0,0,-1,3,-2,0,3,5,0,0,0,12,11,1,0,0,3,5,1,0,0,11,11
1901,0,-1,-4,4,-1,-2,-1,1,-2,1,1,1,1,1,1,18,0,0,1,3,3,6,1,11,11,11,0
1902,0,-1,-5,5,-1,-2,-1,-1,0,0,3,3,1,0,0,6,1,5,2,2,3,6,1,0,11,0,-11
1903,0,1,-4,4,1,-1,1,-1,0,0,2,2,1,0,0,6,2,4,3,1,4,6,2,0,11,0,-11
1904,0,0,-4,4,0,-1,-1,-1,-1,0,3,6,0,0,0,6,3,3,0,0,4,6,2,0,11,11,0
1905,0,-1,-5,5,-1,-1,-1,-3,-1,0,3,3,1,0,0,6,4,2,1,3,4,7,2,0,0,11,11
1906,0,1,-4,4,1,1,1,-1,-1,0,2,2,1,0,0,6,5,1,2,2,3,7,1,0,0,11,11
1907,0,-1,-5,5,-1,-1,-1,-2,-1,1,1,1,1,1,1,12,0,0,3,1,4,6,1,11,11,11,0
1908,0,0,-5,5,0,-1,0,-2,1,0,3,5,0,0,0,6,1,5,0,0,4,5,1,0,11,0,-11
1909,0,1,-4,4,1,1,0,0,1,0,2,2,1,0,0,6,2,4,1,2,3,6,2,0,11,0,-11
1910,0,-1,-5,5,-1,-1,-2,0,0,0,3,3,1,0,0,6,3,3,2,1,2,6,2,0,11,11,0
1911,0,0,-5,5,0,0,0,-1,0,0,3,4,0,0,0,6,4,2,0,0,3,6,2,0,0,11,11
1912,0,0,-5,5,0,0,1,-1,1,0,2,4,0,0,0,6,5,1,0,0,3,5,1,0,0,11,11
1913,0,-1,-6,6,-1,-2,1,-1,1,1,1,1,1,1,1,24,0,0,1,3,3,5,1,11,11,11,0
1914,0,1,-5,5,1,0,2,-1,3,0,4,4,1,0,0,18,1,17,2,2,3,5,1,0,11,0,-11
1915,0,1,-4,4,1,1,0,1,2,0,2,2,1,0,0,18,2,16,3,1,3,5,1,0,11,0,-11
1916,0,0,-4,4,0,1,0,1,2,0,2,3,0,0,0,18,3,15,0,0,3,5,1,0,11,0,-11
1917,0,0,-4,4,0,2,0,0,2,0,2,4,0,0,0,18,4,14,0,0,3,6,1,0,0,0,0
1918,0,-1,-5,5,-1,0,1,0,2,0,3,3,1,0,0,18,5,13,1,2,2,5,0,0,0,0,0
1919,0,1,-4,4,1,0,2,1,3,0,2,2,1,0,0,18,6,12,2,1,3,5,0,0,0,0,0
1920,0,0,-4,4,0,0,2,1,3,0,3,9,0,0,0,18,7,11,0,0,3,4,0,0,0,0,0
1921,0,1,-3,3,1,1,2,3,3,0,2,2,1,0,0,18,8,10,1,1,3,4,0,0,0,0,0
1922,0,0,-3,3,0,2,1,2,3,0,2,3,0,0,0,18,9,9,0,0,2,4,0,0,0,0,0
1923,0,1,-2,2,1,2,1,2,2,0,2,2,1,0,0,18,10,8,1,1,2,4,0,0,0,0,0
1924,0,0,-2,2,0,2,1,2,0,0,3,4,0,0,0,18,11,7,0,0,1,3,0,0,0,0,0
1925,0,0,-2,2,0,1,1,2,0,0,3,4,0,0,0,18,12,6,0,0,2,4,0,0,0,0,0
1926,0,0,-2,2,0,1,2,3,-1,0,3,4,0,0,0,18,13,5,0,0,1,4,0,0,0,0,0
1927,0,1,-1,1,1,1,1,3,0,0,2,2,1,0,0,18,14,4,1,1,2,5,1,0,0,0,0
1928,0,0,-1,1,0,1,-1,3,-1,0,2,4,0,0,0,18,15,3,0,0,3,4,1,0,0,11,11
1929,0,1,0,0,1,2,-1,3,-1,0,2,2,1,0,0,18,16,2,1,3,4,5,2,0,0,11,11
1930,0,-1,-1,1,-1,1,-3,2,-1,0,3,3,1,0,0,18,17,1,2,2,3,6,2,0,0,22,22
1931,0,-1,-2,2,-1,-1,-1,0,1,1,1,1,1,1,1,20,0,0,3,1,4,6,2,11,11,22,11
1932,0,0,-2,2,0,-1,0,0,3,0,4,5,0,0,0,2,1,1,0,0,4,5,2,0,11,11,0
1933,0,-1,-3,3,-1,-3,0,-1,3,1,1,1,1,1,1,18,0,0,1,2,3,6,2,11,22,11,-11
1934,0,1,-2,2,1,-1,2,0,5,0,2,2,1,0,0,16,1,15,2,1,2,6,2,0,22,0,-22
1935,0,0,-2,2,0,0,2,-1,5,0,3,4,0,0,0,16,2,14,0,0,3,6,2,0,11,0,-11
1936,0,0,-2,2,0,0,3,-1,6,0,2,6,0,0,0,16,3,13,0,0,3,5,1,0,11,0,-11
1937,0,1,-1,1,1,2,3,-1,6,0,2,2,1,0,0,16,4,12,1,3,3,6,1,0,0,0,0
1938,0,1,0,0,1,2,3,1,6,0,4,4,1,0,0,16,5,11,2,2,3,6,0,0,0,0,0
1939,0,1,1,1,1,3,3,3,4,0,2,2,1,0,0,16,6,10,3,1,4,6,0,0,0,0,0
1940,0,0,1,1,0,3,3,3,2,0,3,4,0,0,0,16,7,9,0,0,4,6,0,0,0,0,0
1941,0,1,2,2,1,3,3,5,2,0,2,2,1,0,0,16,8,8,1,3,4,7,0,0,0,0,0
1942,0,1,3,3,1,3,3,5,0,0,2,2,1,0,0,16,9,7,2,2,3,7,0,0,0,0,0
1943,0,1,4,4,1,3,1,6,-1,0,2,2,1,0,0,16,10,6,3,1,4,7,0,0,0,0,0
1944,0,0,4,4,0,3,-1,6,-3,0,2,8,0,0,0,16,11,5,0,0,4,6,0,0,0,0,0
1945,0,1,5,5,1,3,-1,6,-3,0,2,2,1,0,0,16,12,4,1,3,4,7,1,0,0,0,0
1946,0,-1,4,4,-1,1,-3,4,-4,0,3,3,1,0,0,16,13,3,2,2,3,6,1,0,0,11,11
1947,0,-1,3,3,-1,-1,-2,2,-2,0,3,3,1,0,0,16,14,2,3,1,4,6,2,0,0,11,11
1948,0,0,3,3,0,-1,-2,2,-2,0,2,3,0,0,0,16,15,1,0,0,3,5,2,0,0,22,22
1949,0,-1,2,2,-1,-3,-2,0,-2,1,1,1,1,1,1,18,0,0,1,1,3,5,2,11,11,22,11
1950,0,0,2,2,0,-2,-1,-1,0,0,4,5,0,0,0,2,1,1,0,0,2,5,2,0,11,11,0
1951,0,-1,1,1,-1,-2,0,-3,-1,1,1,1,1,1,1,24,0,0,1,1,2,5,2,11,22,11,-11
1952,0,0,1,1,0,-2,0,-3,1,0,2,6,0,0,0,22,1,21,0,0,2,4,2,0,22,0,-22
1953,0,0,1,1,0,-1,0,-4,1,0,3,4,0,0,0,22,2,20,0,0,3,5,2,0,11,0,-11
1954,0,1,2,2,1,0,1,-2,2,0,2,2,1,0,0,22,3,19,1,2,2,5,1,0,11,0,-11
1955,0,-1,1,1,-1,0,-1,-2,1,0,3,3,1,0,0,22,4,18,2,1,3,6,1,0,0,0,0
1956,0,0,1,1,0,0,1,-2,3,0,3,4,0,0,0,22,5,17,0,0,4,5,0,0,0,0,0
1957,0,1,2,2,1,1,1,0,3,0,2,2,1,0,0,22,6,16,1,3,4,6,0,0,0,0,0
1958,0,-1,1,1,-1,-1,1,-1,1,0,3,3,1,0,0,22,7,15,2,2,3,6,0,0,0,0,0
1959,0,1,2,2,1,1,2,1,3,0,2,2,1,0,0,22,8,14,3,1,4,6,0,0,0,0,0
1960,0,0,2,2,0,1,2,1,3,0,3,6,0,0,0,22,9,13,0,0,3,5,0,0,0,0,0
1961,0,1,3,3,1,1,2,2,3,0,2,2,1,0,0,22,10,12,1,1,3,6,0,0,0,0,0
1962,0,0,3,3,0,2,0,1,3,0,3,4,0,0,0,22,11,11,0,0,2,6,0,0,0,0,0
1963,0,1,4,4,1,2,1,3,2,0,2,2,1,0,0,22,12,10,1,1,3,6,0,0,0,0,0
1964,0,0,4,4,0,2,1,3,1,0,2,3,0,0,0,22,13,9,0,0,3,5,0,0,0,0,0
1965,0,-1,3,3,-1,0,1,1,1,0,3,3,1,0,0,22,14,8,1,3,4,6,0,0,0,0,0
1966,0,1,4,4,1,1,3,3,1,0,2,2,1,0,0,22,15,7,2,2,3,6,0,0,0,0,0
1967,0,1,5,5,1,1,1,3,1,0,2,2,1,0,0,22,16,6,3,1,4,6,0,0,0,0,0
1968,0,0,5,5,0,1,0,3,0,0,3,6,0,0,0,22,17,5,0,0,4,5,0,0,0,0,0
1969,0,1,6,6,1,3,0,3,0,0,2,2,1,0,0,22,18,4,1,2,3,6,1,0,0,0,0
1970,0,-1,5,5,-1,1,-2,2,0,0,3,3,1,0,0,22,19,3,2,1,2,6,1,0,0,11,11
1971,0,0,5,5,0,0,0,1,0,0,2,4,0,0,0,22,20,2,0,0,3,5,1,0,0,11,11
1972,0,0,5,5,0,0,0,1,-1,0,3,4,0,0,0,22,21,1,0,0,3,4,1,0,0,11,11
1973,0,-1,4,4,-1,-2,0,1,-1,1,1,1,1,1,1,28,0,0,1,2,2,5,1,11,11,11,0
1974,0,1,5,5,1,0,2,1,1,0,4,4,1,0,0,6,1,5,2,1,2,5,1,0,11,0,-11
1975,0,0,5,5,0,0,0,0,1,0,2,3,0,0,0,6,2,4,0,0,3,5,2,0,11,0,-11
1976,0,0,5,5,0,0,-1,0,2,0,3,5,0,0,0,6,3,3,0,0,3,5,2,0,11,11,0
1977,0,1,6,6,1,2,-1,0,2,0,2,2,1,0,0,6,4,2,1,3,3,6,2,0,0,11,11
1978,0,-1,5,5,-1,0,-1,0,2,0,3,3,1,0,0,6,5,1,2,2,3,6,1,0,0,11,11
1979,0,-1,4,4,-1,-1,1,-1,2,1,1,1,1,1,1,14,0,0,3,1,4,6,1,11,11,11,0
1980,0,0,4,4,0,-1,3,-1,2,0,4,6,0,0,0,8,1,7,0,0,4,6,1,0,11,0,-11
1981,0,1,5,5,1,-1,3,1,2,0,2,2,1,0,0,8,2,6,1,3,4,7,1,0,11,0,-11
1982,0,1,6,6,1,1,3,1,1,0,2,2,1,0,0,8,3,5,2,2,3,7,1,0,11,0,-11
1983,0,1,7,7,1,3,1,2,-1,0,2,2,1,0,0,8,4,4,3,1,4,7,2,0,0,0,0
1984,0,0,7,7,0,3,-1,2,-1,0,2,7,0,0,0,8,5,3,0,0,4,6,1,0,0,11,11
1985,0,1,8,8,1,3,-1,2,-1,0,2,2,1,0,0,8,6,2,1,3,4,6,1,0,0,11,11
1986,0,-1,7,7,-1,1,-2,2,-3,0,3,3,1,0,0,8,7,1,2,2,3,6,1,0,0,11,11
1987,0,-1,6,6,-1,-1,-2,2,-1,1,1,1,1,1,1,14,0,0,3,1,3,6,1,11,11,11,0
1988,0,0,6,6,0,-1,0,2,1,0,3,4,0,0,0,6,1,5,0,0,3,5,1,0,11,0,-11
1989,0,0,6,6,0,-2,0,1,1,0,3,4,0,0,0,6,2,4,0,0,3,6,2,0,11,0,-11
1990,0,-1,5,5,-1,-2,-1,-1,0,0,3,3,1,0,0,6,3,3,1,2,2,6,2,0,11,11,0
1991,0,1,6,6,1,0,1,-1,1,0,2,2,1,0,0,6,4,2,2,1,3,6,2,0,0,11,11
