cycle255-floating-screen-checkpoint-v1
index	a	sigma	epsilon	T	q0	M	alpha	initial_l3	final_l3	forward_ratio	reverse_ratio	both_directions_ratio	energy_drift	enstrophy_drift
3331	1,-2,-2,1,0	1/16	1/1024	3/16	5/4	57/64	57/64	0.093764001591264218	0.093772265131524729	1.0000881312670138	0.99991347040563516	1.0000881312670138	2.886579864025407e-15	2.7755575615628914e-15
3361	1,-2,-2,1,0	1/24	1/256	1/16	17/16	39/64	39/64	0.093764001595400756	0.093766739653093623	1.0000292015874566	0.99997097638396071	1.0000292015874566	6.6613381477509392e-16	6.6613381477509392e-16
3363	1,-2,-2,1,0	1/24	1/256	3/16	5/4	57/64	57/64	0.093764001595400756	0.093772265135555893	1.000088131265886	0.99991347040676193	1.000088131265886	1.5543122344752192e-15	8.8817841970012523e-16
3393	1,-2,-2,1,0	1/24	1/512	1/16	17/16	39/64	39/64	0.093764001597631264	0.093766739655305451	1.0000292015872567	0.99997097638415777	1.0000292015872567	3.3306690738754696e-16	1.2212453270876722e-15
3395	1,-2,-2,1,0	1/24	1/512	3/16	5/4	57/64	57/64	0.093764001597631264	0.09377226513773057	1.0000881312652885	0.99991347040735823	1.0000881312652885	1.5543122344752192e-15	1.8873791418627661e-15
3425	1,-2,-2,1,0	1/24	1/1024	1/16	17/16	39/64	39/64	0.093764001598746413	0.093766739656411455	1.0000292015871588	0.99997097638425869	1.0000292015871588	9.9920072216264089e-16	7.7715611723760958e-16
3427	1,-2,-2,1,0	1/24	1/1024	3/16	5/4	57/64	57/64	0.093764001598746413	0.093772265138817756	1.0000881312649892	0.99991347040765732	1.0000881312649892	2.3314683517128287e-15	1.4432899320127035e-15
3457	1,-2,-2,1,1	1/16	1/256	1/16	9/8	19/16	19/16	0.10793164972127905	0.10792562076628656	0.99994414099100626	1.0000568008023774	1.0000568008023774	4.4408920985006262e-16	4.4408920985006262e-16
3489	1,-2,-2,1,1	1/16	1/512	1/16	9/8	19/16	19/16	0.10793164971968741	0.10792562076450223	0.99994414098922013	1.0000568008041417	1.0000568008041417	2.2204460492503131e-16	1.3322676295501878e-15
3521	1,-2,-2,1,1	1/16	1/1024	1/16	9/8	19/16	19/16	0.10793164971889156	0.10792562076361041	0.99994414098833051	1.0000568008050275	1.0000568008050275	3.3306690738754696e-16	4.4408920985006262e-16
3553	1,-2,-2,1,1	1/24	1/256	1/16	9/8	19/16	19/16	0.10793164971852229	0.10792562076319466	0.99994414098789974	1.0000568008054513	1.0000568008054513	5.5511151231257827e-16	9.9920072216264089e-16
3585	1,-2,-2,1,1	1/24	1/512	1/16	9/8	19/16	19/16	0.10793164971830903	0.10792562076295649	0.99994414098766882	1.00005680080568	1.00005680080568	8.8817841970012523e-16	8.8817841970012523e-16
3617	1,-2,-2,1,1	1/24	1/1024	1/16	9/8	19/16	19/16	0.10793164971820245	0.10792562076283718	0.99994414098755091	1.000056800805796	1.000056800805796	1.3322676295501878e-15	6.6613381477509392e-16
3649	1,-2,-2,1,2	1/16	1/256	1/16	9/8	27/16	27/16	0.14103622661433635	0.14102929857744281	0.99995087760740742	1.0000504851613212	1.0000504851613212	1.7763568394002505e-15	1.3322676295501878e-15
3681	1,-2,-2,1,2	1/16	1/512	1/16	9/8	27/16	27/16	0.14103622660372411	0.14102929856673987	0.99995087760676049	1.0000504851619669	1.0000504851619669	1.5543122344752192e-15	4.4408920985006262e-16
3713	1,-2,-2,1,2	1/16	1/1024	1/16	9/8	27/16	27/16	0.14103622659841789	0.14102929856138816	0.99995087760643608	1.0000504851622889	1.0000504851622889	1.9984014443252818e-15	1.1102230246251565e-15
3745	1,-2,-2,1,2	1/24	1/256	1/16	9/8	27/16	27/16	0.14103622659586365	0.14102929855881172	0.99995087760627777	1.0000504851624468	1.0000504851624468	1.4432899320127035e-15	4.4408920985006262e-16
3777	1,-2,-2,1,2	1/24	1/512	1/16	9/8	27/16	27/16	0.14103622659448778	0.14102929855742408	0.99995087760619383	1.0000504851625283	1.0000504851625283	1.4432899320127035e-15	1.1102230246251565e-15
3809	1,-2,-2,1,2	1/24	1/1024	1/16	9/8	27/16	27/16	0.14103622659379988	0.14102929855673046	0.99995087760615309	1.0000504851625682	1.0000504851625682	1.7763568394002505e-15	6.6613381477509392e-16
3841	1,-2,-2,2,-2	1/16	1/256	1/16	5/4	87/32	87/32	0.15650779527167599	0.15651912864428175	1.0000724141093809	0.9999285675210926	1.0000724141093809	8.8817841970012523e-16	1.2212453270876722e-15
3873	1,-2,-2,2,-2	1/16	1/512	1/16	5/4	87/32	87/32	0.15650779527669376	0.15651912864940087	1.0000724141100261	0.99992856752044701	1.0000724141100261	1.3322676295501878e-15	5.5511151231257827e-16
3905	1,-2,-2,2,-2	1/16	1/1024	1/16	5/4	87/32	87/32	0.15650779527920269	0.15651912865196041	1.0000724141103483	0.99992856752012238	1.0000724141103483	1.3322676295501878e-15	7.7715611723760958e-16
3937	1,-2,-2,2,-2	1/24	1/256	1/16	5/4	87/32	87/32	0.15650779528025782	0.15651912865303946	1.0000724141105006	0.99992856751996995	1.0000724141105006	1.5543122344752192e-15	5.5511151231257827e-16
3969	1,-2,-2,2,-2	1/24	1/512	1/16	5/4	87/32	87/32	0.15650779528098471	0.15651912865377962	1.000072414110585	0.99992856751988446	1.000072414110585	6.6613381477509392e-16	1.4432899320127035e-15
4001	1,-2,-2,2,-2	1/24	1/1024	1/16	5/4	87/32	87/32	0.15650779528134842	0.15651912865414971	1.0000724141106256	0.99992856751984016	1.0000724141106256	1.7763568394002505e-15	5.5511151231257827e-16
4033	1,-2,-2,2,-1	1/16	1/256	1/16	9/8	45/32	45/32	0.1268787757044969	0.12688797961440385	1.0000725409735067	0.99992765983676546	1.0000725409735067	1.5543122344752192e-15	9.9920072216264089e-16
4065	1,-2,-2,2,-1	1/16	1/512	1/16	9/8	45/32	45/32	0.12687877572035669	0.12688797963029796	1.0000725409737683	0.99992765983650456	1.0000725409737683	1.1102230246251565e-15	6.6613381477509392e-16
4097	1,-2,-2,2,-1	1/16	1/1024	1/16	9/8	45/32	45/32	0.12687877572828715	0.1268879796382448	1.0000725409738926	0.999927659836372	1.0000725409738926	1.5543122344752192e-15	8.8817841970012523e-16
4129	1,-2,-2,2,-1	1/24	1/256	1/16	9/8	45/32	45/32	0.12687877573195999	0.12688797964192636	1.0000725409739593	0.99992765983631238	1.0000725409739593	2.55351295663786e-15	4.4408920985006262e-16
4161	1,-2,-2,2,-1	1/24	1/512	1/16	9/8	45/32	45/32	0.12687877573408854	0.12688797964405898	1.0000725409739903	0.99992765983627729	1.0000725409739903	2.6645352591003757e-15	1.5543122344752192e-15
4193	1,-2,-2,2,-1	1/24	1/1024	1/16	9/8	45/32	45/32	0.12687877573515274	0.12688797964512555	1.0000725409740083	0.9999276598362602	1.0000725409740083	1.9984014443252818e-15	1.1102230246251565e-15
4225	1,-2,-2,2,0	1/16	1/256	1/16	17/16	51/64	51/64	0.11474732440626563	0.11474824610090431	1.0000080323845759	0.99999230732196698	1.0000080323845759	7.7715611723760958e-16	9.9920072216264089e-16
4257	1,-2,-2,2,0	1/16	1/512	1/16	17/16	51/64	51/64	0.11474732442334837	0.11474824611784261	1.0000080323833158	0.99999230732322442	1.0000080323833158	8.8817841970012523e-16	4.4408920985006262e-16
4289	1,-2,-2,2,0	1/16	1/1024	1/16	17/16	51/64	51/64	0.11474732443188987	0.1147482461263116	1.0000080323826834	0.99999230732385158	1.0000080323826834	2.2204460492503131e-16	6.6613381477509392e-16
4321	1,-2,-2,2,0	1/24	1/256	1/16	17/16	51/64	51/64	0.11474732443591609	0.11474824613030363	1.000008032382385	0.9999923073241519	1.000008032382385	3.3306690738754696e-16	1.2212453270876722e-15
4353	1,-2,-2,2,0	1/24	1/512	1/16	17/16	51/64	51/64	0.11474732443817359	0.11474824613254217	1.0000080323822198	0.99999230732431554	1.0000080323822198	6.6613381477509392e-16	6.6613381477509392e-16
4385	1,-2,-2,2,0	1/24	1/1024	1/16	17/16	51/64	51/64	0.11474732443930223	0.1147482461336615	1.0000080323821385	0.99999230732440103	1.0000080323821385	1.3322676295501878e-15	8.8817841970012523e-16
4417	1,-2,-2,2,1	1/16	1/256	1/16	9/8	45/32	45/32	0.12712194470281557	0.12711572822685205	0.99995109832548534	1.0000501860113402	1.0000501860113402	1.5543122344752192e-15	0
4449	1,-2,-2,2,1	1/16	1/512	1/16	9/8	45/32	45/32	0.12712194470803886	0.12711572823187883	0.99995109832394158	1.0000501860128619	1.0000501860128619	1.5543122344752192e-15	2.2204460492503131e-16
4481	1,-2,-2,2,1	1/16	1/1024	1/16	9/8	45/32	45/32	0.12712194471065061	0.12711572823439218	0.99995109832316853	1.0000501860136215	1.0000501860136215	1.7763568394002505e-15	6.6613381477509392e-16
4513	1,-2,-2,2,1	1/24	1/256	1/16	9/8	45/32	45/32	0.12712194471189645	0.12711572823559067	0.99995109832279661	1.0000501860139899	1.0000501860139899	1.8873791418627661e-15	1.4432899320127035e-15
4545	1,-2,-2,2,1	1/24	1/512	1/16	9/8	45/32	45/32	0.12712194471257934	0.12711572823624837	0.99995109832259854	1.0000501860141866	1.0000501860141866	1.8873791418627661e-15	1.9984014443252818e-15
4577	1,-2,-2,2,1	1/24	1/1024	1/16	9/8	45/32	45/32	0.12712194471292088	0.12711572823657694	0.99995109832249673	1.000050186014285	1.000050186014285	7.7715611723760958e-16	1.1102230246251565e-15
4609	1,-2,-2,2,2	1/16	1/256	1/16	5/4	87/32	87/32	0.1567635384611111	0.15675538423798263	0.99994798393039275	1.0000540689096242	1.0000540689096242	6.6613381477509392e-16	1.4432899320127035e-15
4641	1,-2,-2,2,2	1/16	1/512	1/16	5/4	87/32	87/32	0.15676353845750046	0.1567553842342396	0.99994798392954698	1.0000540689104538	1.0000540689104538	1.3322676295501878e-15	8.8817841970012523e-16
4673	1,-2,-2,2,2	1/16	1/1024	1/16	5/4	87/32	87/32	0.15676353845569516	0.15675538423236798	0.99994798392912343	1.000054068910867	1.000054068910867	1.3322676295501878e-15	8.8817841970012523e-16
4705	1,-2,-2,2,2	1/24	1/256	1/16	5/4	87/32	87/32	0.156763538454848	0.15675538423148844	0.99994798392891648	1.00005406891107	1.00005406891107	1.3322676295501878e-15	1.1102230246251565e-15
4737	1,-2,-2,2,2	1/24	1/512	1/16	5/4	87/32	87/32	0.15676353845436902	0.15675538423099253	0.99994798392880835	1.0000540689111748	1.0000540689111748	8.8817841970012523e-16	0
4769	1,-2,-2,2,2	1/24	1/1024	1/16	5/4	87/32	87/32	0.15676353845412949	0.15675538423074453	0.99994798392875428	1.0000540689112274	1.0000540689112274	1.1102230246251565e-15	2.2204460492503131e-16
4801	1,-2,-1,-2,-2	1/16	1/256	1/16	9/8	113/64	113/64	0.14598223490628687	0.14597776513759131	0.99996938142029113	1.0000319937110465	1.0000319937110465	8.8817841970012523e-16	1.5543122344752192e-15
4833	1,-2,-1,-2,-2	1/16	1/512	1/16	9/8	113/64	113/64	0.14598223490088572	0.14597776513221344	0.99996938142044955	1.0000319937109035	1.0000319937109035	1.1102230246251565e-15	1.1102230246251565e-15
4865	1,-2,-1,-2,-2	1/16	1/1024	1/16	9/8	113/64	113/64	0.1459822348981851	0.14597776512952454	0.99996938142052916	1.0000319937108328	1.0000319937108328	4.4408920985006262e-16	8.8817841970012523e-16
4897	1,-2,-1,-2,-2	1/24	1/256	1/16	9/8	113/64	113/64	0.14598223489683715	0.14597776512818267	0.99996938142057057	1.0000319937107938	1.0000319937107938	8.8817841970012523e-16	1.3322676295501878e-15
4929	1,-2,-1,-2,-2	1/24	1/512	1/16	9/8	113/64	113/64	0.14598223489616094	0.14597776512750921	0.99996938142058922	1.0000319937107771	1.0000319937107771	3.3306690738754696e-16	1.5543122344752192e-15
4961	1,-2,-1,-2,-2	1/24	1/1024	1/16	9/8	113/64	113/64	0.14598223489582265	0.14597776512717231	0.99996938142059866	1.0000319937107702	1.0000319937107702	1.1102230246251565e-15	1.1102230246251565e-15
4993	1,-2,-1,-2,-1	1/16	1/256	1/16	9/8	81/64	81/64	0.11388820858577073	0.11388410558047768	0.99996397339685994	1.0000367667867873	1.0000367667867873	6.6613381477509392e-16	8.8817841970012523e-16
5025	1,-2,-1,-2,-1	1/16	1/512	1/16	9/8	81/64	81/64	0.11388820857564776	0.11388410557034245	0.99996397339674914	1.000036766786911	1.000036766786911	8.8817841970012523e-16	1.8873791418627661e-15
5057	1,-2,-1,-2,-1	1/16	1/1024	1/16	9/8	81/64	81/64	0.11388820857058633	0.11388410556527478	0.99996397339669274	1.0000367667869725	1.0000367667869725	3.3306690738754696e-16	5.5511151231257827e-16
5089	1,-2,-1,-2,-1	1/24	1/256	1/16	9/8	81/64	81/64	0.11388820856810995	0.11388410556279396	0.99996397339665299	1.0000367667870138	1.0000367667870138	3.3306690738754696e-16	3.3306690738754696e-16
5121	1,-2,-1,-2,-1	1/24	1/512	1/16	9/8	81/64	81/64	0.11388820856681749	0.11388410556150061	0.99996397339664478	1.0000367667870229	1.0000367667870229	4.4408920985006262e-16	2.2204460492503131e-16
5153	1,-2,-1,-2,-1	1/24	1/1024	1/16	9/8	81/64	81/64	0.11388820856617105	0.11388410556085385	0.99996397339664178	1.0000367667870305	1.0000367667870305	1.1102230246251565e-15	1.5543122344752192e-15
5185	1,-2,-1,-2,0	1/16	1/256	1/16	17/16	21/32	21/32	0.1009047760423681	0.10090482896665519	1.0000005244973447	0.99999970020726725	1.0000005244973447	9.9920072216264089e-16	1.2212453270876722e-15
5187	1,-2,-1,-2,0	1/16	1/256	3/16	5/4	1	1	0.1009047760423681	0.10090500289321412	1.0000022481675785	0.99999977379781202	1.0000022481675785	5.5511151231257827e-16	1.3322676295501878e-15
5217	1,-2,-1,-2,0	1/16	1/512	1/16	17/16	21/32	21/32	0.10090477602522684	0.1009048289494672	1.0000005244968817	0.99999970020774454	1.0000005244968817	9.9920072216264089e-16	1.3322676295501878e-15
5219	1,-2,-1,-2,0	1/16	1/512	3/16	5/4	1	1	0.10090477602522684	0.10090500287593882	1.0000022481662505	0.99999977379931093	1.0000022481662505	1.3322676295501878e-15	1.5543122344752192e-15
5249	1,-2,-1,-2,0	1/16	1/1024	1/16	17/16	21/32	21/32	0.10090477601665589	0.10090482894087323	1.0000005244966534	0.99999970020798756	1.0000005244966534	7.7715611723760958e-16	8.8817841970012523e-16
5251	1,-2,-1,-2,0	1/16	1/1024	3/16	5/4	1	1	0.10090477601665589	0.10090500286730142	1.0000022481655921	0.99999977380006277	1.0000022481655921	1.9984014443252818e-15	1.3322676295501878e-15
5281	1,-2,-1,-2,0	1/24	1/256	1/16	17/16	21/32	21/32	0.10090477601258986	0.1009048289367919	1.0000005244965018	0.9999997002081451	1.0000005244965018	8.8817841970012523e-16	1.1102230246251565e-15
5283	1,-2,-1,-2,0	1/24	1/256	3/16	5/4	1	1	0.10090477601258986	0.10090500286319071	1.0000022481651494	0.99999977380054994	1.0000022481651494	2.2204460492503131e-15	1.9984014443252818e-15
5313	1,-2,-1,-2,0	1/24	1/512	1/16	17/16	21/32	21/32	0.10090477601033759	0.10090482893453563	1.0000005244964623	0.9999997002081854	1.0000005244964623	9.9920072216264089e-16	1.1102230246251565e-15
5315	1,-2,-1,-2,0	1/24	1/512	3/16	5/4	1	1	0.10090477601033759	0.10090500286092718	1.0000022481650379	0.99999977380068183	1.0000022481650379	2.2204460492503131e-15	1.4432899320127035e-15
5345	1,-2,-1,-2,0	1/24	1/1024	1/16	17/16	21/32	21/32	0.10090477600921152	0.10090482893340745	1.0000005244964414	0.99999970020820472	1.0000005244964414	1.5543122344752192e-15	1.6653345369377348e-15
5347	1,-2,-1,-2,0	1/24	1/1024	3/16	5/4	1	1	0.10090477600921152	0.10090500285979559	1.0000022481649833	0.99999977380074467	1.0000022481649833	2.2204460492503131e-15	1.7763568394002505e-15
5377	1,-2,-1,-2,1	1/16	1/256	1/16	9/8	81/64	81/64	0.11565866477432933	0.11566227968986825	1.0000312550343373	0.99996880891475337	1.0000312550343373	2.2204460492503131e-16	3.3306690738754696e-16
5409	1,-2,-1,-2,1	1/16	1/512	1/16	9/8	81/64	81/64	0.11565866475882118	0.11566227967434649	1.0000312550342236	0.99996880891489737	1.0000312550342236	8.8817841970012523e-16	7.7715611723760958e-16
5441	1,-2,-1,-2,1	1/16	1/1024	1/16	9/8	81/64	81/64	0.11565866475106737	0.11566227966658543	1.0000312550341632	0.99996880891496653	1.0000312550341632	2.2204460492503131e-16	3.3306690738754696e-16
5473	1,-2,-1,-2,1	1/24	1/256	1/16	9/8	81/64	81/64	0.1156586647474349	0.11566227966294686	1.0000312550341113	0.9999688089150286	1.0000312550341113	2.2204460492503131e-16	2.2204460492503131e-16
5505	1,-2,-1,-2,1	1/24	1/512	1/16	9/8	81/64	81/64	0.11565866474537427	0.11566227966088576	1.0000312550341079	0.99996880891503237	1.0000312550341079	1.5543122344752192e-15	1.3322676295501878e-15
5537	1,-2,-1,-2,1	1/24	1/1024	1/16	9/8	81/64	81/64	0.11565866474434369	0.11566227965985526	1.0000312550341088	0.99996880891503614	1.0000312550341088	1.3322676295501878e-15	2.2204460492503131e-16
5569	1,-2,-1,-2,2	1/16	1/256	1/16	9/8	113/64	113/64	0.14767877392902048	0.14768265115742643	1.0000262544731569	0.99997482227339207	1.0000262544731569	1.4432899320127035e-15	8.8817841970012523e-16
5601	1,-2,-1,-2,2	1/16	1/512	1/16	9/8	113/64	113/64	0.14767877391872342	0.14768265114715415	1.0000262544733265	0.99997482227324685	1.0000262544733265	1.1102230246251565e-15	4.4408920985006262e-16
5633	1,-2,-1,-2,2	1/16	1/1024	1/16	9/8	113/64	113/64	0.1476787739135747	0.14768265114201795	1.0000262544734122	0.99997482227317624	1.0000262544734122	1.3322676295501878e-15	4.4408920985006262e-16
5665	1,-2,-1,-2,2	1/24	1/256	1/16	9/8	113/64	113/64	0.14767877391112985	0.14768265113957801	1.0000262544734457	0.99997482227314805	1.0000262544734457	6.6613381477509392e-16	6.6613381477509392e-16
5697	1,-2,-1,-2,2	1/24	1/512	1/16	9/8	113/64	113/64	0.14767877390977802	0.14768265113822984	1.0000262544734708	0.99997482227312662	1.0000262544734708	1.1102230246251565e-15	0
5729	1,-2,-1,-2,2	1/24	1/1024	1/16	9/8	113/64	113/64	0.14767877390910208	0.14768265113755577	1.0000262544734837	0.99997482227311429	1.0000262544734837	2.1094237467877974e-15	1.3322676295501878e-15
5761	1,-2,-1,-1,-2	1/16	1/256	1/16	9/8	99/64	99/64	0.13003957128946869	0.13003720868978069	0.9999818316865815	1.0000191080292431	1.0000191080292431	1.6653345369377348e-15	1.7763568394002505e-15
5793	1,-2,-1,-1,-2	1/16	1/512	1/16	9/8	99/64	99/64	0.13003957128542104	0.13003720868578073	0.99998183168694754	1.0000191080288947	1.0000191080288947	2.1094237467877974e-15	8.8817841970012523e-16
5825	1,-2,-1,-1,-2	1/16	1/1024	1/16	9/8	99/64	99/64	0.13003957128339741	0.13003720868378055	0.99998183168712762	1.0000191080287191	1.0000191080287191	1.7763568394002505e-15	1.2212453270876722e-15
5857	1,-2,-1,-1,-2	1/24	1/256	1/16	9/8	99/64	99/64	0.13003957128241264	0.13003720868280821	0.9999818316872231	1.0000191080286278	1.0000191080286278	1.5543122344752192e-15	6.6613381477509392e-16
5889	1,-2,-1,-1,-2	1/24	1/512	1/16	9/8	99/64	99/64	0.13003957128189314	0.13003720868229426	0.99998183168726573	1.0000191080285865	1.0000191080285865	2.1094237467877974e-15	8.8817841970012523e-16
5921	1,-2,-1,-1,-2	1/24	1/1024	1/16	9/8	99/64	99/64	0.13003957128163332	0.13003720868203741	0.9999818316872886	1.0000191080285663	1.0000191080285663	1.7763568394002505e-15	3.3306690738754696e-16
5953	1,-2,-1,-1,-1	1/16	1/256	1/16	17/16	7/8	7/8	0.093512910866190319	0.093510751042319318	0.99997690346871893	1.0000236395950377	1.0000236395950377	7.7715611723760958e-16	1.4432899320127035e-15
5985	1,-2,-1,-1,-1	1/16	1/512	1/16	17/16	7/8	7/8	0.093512910860002005	0.093510751036159273	0.9999769034690198	1.0000236395947482	1.0000236395947482	2.2204460492503131e-16	1.1102230246251565e-15
6017	1,-2,-1,-1,-1	1/16	1/1024	1/16	17/16	7/8	7/8	0.093512910856908035	0.093510751033079237	0.99997690346916801	1.0000236395946012	1.0000236395946012	6.6613381477509392e-16	7.7715611723760958e-16
6049	1,-2,-1,-1,-1	1/24	1/256	1/16	17/16	7/8	7/8	0.09351291085541856	0.093510751031596964	0.99997690346924462	1.0000236395945308	1.0000236395945308	2.2204460492503131e-16	5.5511151231257827e-16
6081	1,-2,-1,-1,-1	1/24	1/512	1/16	17/16	7/8	7/8	0.093512910854616202	0.093510751030798117	0.99997690346928203	1.0000236395944946	1.0000236395944946	4.4408920985006262e-16	1.1102230246251565e-15
6113	1,-2,-1,-1,-1	1/24	1/1024	1/16	17/16	7/8	7/8	0.093512910854215051	0.093510751030398645	0.99997690346929979	1.000023639594475	1.000023639594475	2.2204460492503131e-16	3.3306690738754696e-16
6145	1,-2,-1,-1,0	1/16	1/256	1/16	33/32	7/16	7/16	0.076760742179037861	0.076761480735627954	1.0000096215405052	0.99999045836190725	1.0000096215405052	4.4408920985006262e-16	5.5511151231257827e-16
6147	1,-2,-1,-1,0	1/16	1/256	3/16	9/8	35/64	35/64	0.076760742179037861	0.076762976387661164	1.0000291061362863	0.99997161289583714	1.0000291061362863	6.6613381477509392e-16	2.2204460492503131e-16
6177	1,-2,-1,-1,0	1/16	1/512	1/16	33/32	7/16	7/16	0.076760742158695452	0.076761480715276928	1.0000096215403955	0.99999045836202161	1.0000096215403955	1.3322676295501878e-15	4.4408920985006262e-16
6179	1,-2,-1,-1,0	1/16	1/512	3/16	9/8	35/64	35/64	0.076760742158695452	0.076762976367294289	1.0000291061359754	0.9999716128962014	1.0000291061359754	8.8817841970012523e-16	1.1102230246251565e-15
6209	1,-2,-1,-1,0	1/16	1/1024	1/16	33/32	7/16	7/16	0.076760742148524075	0.076761480705101415	1.0000096215403429	0.99999045836207867	1.0000096215403429	6.6613381477509392e-16	6.6613381477509392e-16
6211	1,-2,-1,-1,0	1/16	1/1024	3/16	9/8	35/64	35/64	0.076760742148524075	0.076762976357110879	1.0000291061358224	0.99997161289638559	1.0000291061358224	8.8817841970012523e-16	1.2212453270876722e-15
6241	1,-2,-1,-1,0	1/24	1/256	1/16	33/32	7/16	7/16	0.07676074214370654	0.07676148070028023	1.000009621540296	0.99999045836212619	1.000009621540296	8.8817841970012523e-16	1.3322676295501878e-15
6243	1,-2,-1,-1,0	1/24	1/256	3/16	9/8	35/64	35/64	0.07676074214370654	0.076762976352282963	1.000029106135689	0.99997161289652925	1.000029106135689	6.6613381477509392e-16	1.3322676295501878e-15
6273	1,-2,-1,-1,0	1/24	1/512	1/16	33/32	7/16	7/16	0.07676074214102957	0.076761480697602996	1.0000096215402929	0.99999045836213341	1.0000096215402929	8.8817841970012523e-16	8.8817841970012523e-16
6275	1,-2,-1,-1,0	1/24	1/512	3/16	9/8	35/64	35/64	0.07676074214102957	0.076762976349605203	1.0000291061356796	0.99997161289655001	1.0000291061356796	4.4408920985006262e-16	4.4408920985006262e-16
